key;en-GROUP;hu-HU-x-HU text
sdk7.settings.privacy.consent.disagree.title;;Biztos vagy benne?
sdk7.settings.vodafoneTV;;Vodafone TV
sdk7.smartTV.firstInstall.login.error.title;;Fiókproblémák?
sdk7.watch.timestamp.live;;élő
search.recentSearches;;Legutóbbi keresések
search.recommendations;;Neked ajánljuk
searchRecommendations1;;Összes
searchRecommendations2;;Élőben most
searchRecommendations3;;Legújabb tartalom a Műsorvisszajátszón
serieInfo.episodeShort;;E
serieInfo.seasonPrefix;;%1 évad
serieInfo.seasonShort;;S
settings.accessibility.audioLanguage.description;;
settings.accessibility.audioLanguage.description.selected;;
settings.accessibility.help;;Segítség
settings.accessibility.help.description;;A Vodafone szolgáltatásokkal kapcsolatos<br/>további információért látogass el a<br/>www.vodafone.hu weboldalra, vagy lépj kapcsolatba telefonon<br/>az Ügyfélszolgálatunkkal a 1270-es telefonszámon!
settings.alexa;;Alexa
settings.alexa.deviceName;;Eszköz név: 
settings.alexa.status.finished;;Sikeresen lefutott
settings.ast.astDisableVisualScrubber;;Tekerési állapotjelző
settings.ast.astOverrideShakaSettings;;
settings.ast.astSettings;;
settings.ast.astShowBackgroundProcess;;Háttérfolyamat
settings.ast.overrideShakaSettings.items.bufferingGoal;;
settings.ast.overrideShakaSettings.items.defaultBandwidthEstimate;;
settings.ast.overrideShakaSettings.items.defaultPresentationDelay;;
settings.ast.overrideShakaSettings.items.rebufferingGoal;;
settings.ast.overrideShakaSettings.resetButton;;
settings.ast.overrideShakaSettings.title;;
settings.audioAndVisual.audioOutput.auto;;Automatikus
settings.audioAndVisual.audioOutput.resetVolume;;Hangerő alaphelyzetbe állítása
settings.audioAndVisual.audioOutput.resetVolumeInfo;;A hangerő alaphelyzetbe állításával a Vodafone TV hangereje maximális szintre áll be.<br/>Kérjük, csak abban az esetben alkalmazd, ha már a Vodafone távirányító és a TV párosítása megtörtént, a hangerő pedig túl alacsony vagy hang egyáltalán nem hallható.
settings.audioAndVisual.audioSettings;;Audio
settings.audioAndVisual.audioSettings.hdmi;;HDMI
settings.audioAndVisual.audioSettings.localSpeaker;;Helyi hangszóró
settings.audioAndVisual.soundMode;;Hang mód
settings.audioAndVisual.soundMode.automatic;;Automatikus
settings.audioAndVisual.soundMode.game;;Játék
settings.audioAndVisual.soundMode.movie;;Mozi
settings.audioAndVisual.soundMode.music;;Zene
settings.audioAndVisual.soundMode.music.fidelity;;
settings.audioAndVisual.soundMode.music.loud;;
settings.audioAndVisual.soundMode.music.surround;;
settings.audioAndVisual.soundMode.night;;Éjszakai
settings.audioAndVisual.soundMode.off;;Ki
settings.audioAndVisual.soundMode.sport;;Sport
settings.audioAndVisual.soundMode.voice;;Hang
settings.audioAndVisual.widescreen;;4:3 képkezelés
settings.audioAndVisual.widescreen.fullmode;;Teljes képernyő
settings.audioAndVisual.widescreen.original;;Eredeti
settings.audioAndVisual.widescreen.zoom;;Nagyítás
settings.audioProfile.description;;
settings.autoDelete;;Az automatikus törlés megkezdődik a következő időzített rögzítéssel.
settings.automaticRecordings.description;;A Vodafone TV egyik fő funkciója, hogy visszanézheted az elmúlt hét nap műsorait az engedélyezett tartalmaknál. A Műsorújságban kiválasztva vagy tévénézés közben a távirányító Fel és Le gombjainak megnyomásával közvetlenül hozzáférhetsz a Műsorvisszajátszó tartalmához. Javasoljuk, hogy a funkciót engedélyezd minden csatornán.
settings.automaticRecordings.title;;Automatikus rögzítés
settings.bluetooth;;Bluetooth
settings.bluetooth.addDevice;;Eszköz hozzáadása
settings.bluetooth.autoConnect;;Automatikus kapcsolódás
settings.bluetooth.connect;;Csatlakoztass egy készüléket
settings.bluetooth.connected;;Csatlakoztatva
settings.bluetooth.connected.description;;"A fel/le gombokkal válassz ki egy készüléket. Az OK megnyomásával fel- vagy lecsatlakoztathatod az adott készüléket. Ha nem találod, a ""Készülék hozzáadása"" opcióval indíthatsz új keresést."
settings.bluetooth.connecting;;Csatlakoztatás...
settings.bluetooth.description;;A bluetooth eszközeid listája üres. <br> Kérjük, először adj hozzá egy eszközt a csatlakozáshoz.
settings.bluetooth.devices;;Eszközeim
settings.bluetooth.disconnecting;;Leválasztás...
settings.bluetooth.otherDevices;;Más eszközök
settings.bluetooth.pairing;;Bluetooth aktiválás
settings.bluetooth.pairingPopup.description;;Kérlek ellenőrizd a készüléked. Ezután elérhető lesz a készülék listában.
settings.bluetooth.pairingPopup.title;;%1 hozzáadása
settings.bluetooth.pairingScreen.description;;A fel/le gombokkal válassz ki egy készüléket. Az OK megnyomásával fel- vagy lecsatlakoztathatod az adott készüléket.
settings.bluetooth.refreshButton.text;;Frissítés
settings.bluetooth.removeDevice;;Eszköz eltávolítása
settings.bluetooth.removeScreen.description;;Válassz ki egy vagy több eszközt a távirányító OK gombjával. <br/> Erősítsd meg a választásod a készülékeid listából való eltávolításához.
settings.bluetooth.screen.description;;Bluetoothon keresztül csatlakoztathatod eszközödet a zenehallgatáshoz.
settings.bluetooth.screen.title;;Bluetooth kapcsolat
settings.bluetooth.searching;;Más eszközök keresése
settings.boxSpace;;Felvételek
settings.cec.buttons.paired;;Párosítva
settings.cec.buttons.unpaired;;Párosítás most
settings.cec.paired.description;;A távirányítód párosítva van a Vodafone Mediaboxoddal, melynek segítségével szabályozni tudod annak energiafelhasználását, hangerejét, bemeneti forrását és le is némíthatod azt. <br>Amennyiben nem a távirányítóval szeretnéd szabályozni a TV-d ezen beállításait, itt megszüntetheted a távirányító párosítását
settings.cec.paired.subtitle;;Távirányító párosításának megszüntetése
settings.cec.title;;Távirányító
settings.cec.unpaired.description;;Párosítsd a távirányítódat és segítségével szabályozd a a TV energiafelhasználását, hangerejét és forrását.
settings.cec.unpaired.subtitle;;Távirányító párosítása
settings.channelReordering.apply;;Alkalmaz
settings.channelReordering.confirm;;Megerősít
settings.channelReordering.multiSelection;;Több kiválasztása
settings.channelReordering.notification.channelAllSubHidden.description;;A csatornák láthatóságának legjobb minőségének érdekében legalább egy előfizetett csatornát állíts láthatóra.
settings.channelReordering.notification.channelAllSubHidden.title;;Csatornák nem elrejthetőek
settings.channelReordering.notification.channelHidden.description;;A csatorna megjelenítéséhez menj be a Beállításokba és módosítsd a csatorna láthatóságát
settings.channelReordering.notification.channelHidden.title;;%1 (%2) el van rejtve
settings.channelReordering.notification.channelHidden.titleForAll;;Minden csatorna elrejtve
settings.channelReordering.notification.channelUnsubHidden.description;;A nem előfizetett csatornák elrejtésének beállítása frissült
settings.channelReordering.notification.channelUnsubHidden.title;;Kattints a nem előfizetett csatornák elrejtéséhez/megjelenítéséhez
settings.channelReordering.notification.notSortable.description;;A választott csatornád erre a pozícióra került: %1
settings.channelReordering.notification.notSortable.title;;Levédett csatornahely pozíció
settings.channelReordering.reset;;Alap sorrend visszaállítása
settings.channelReordering.reset.popup.description;;Biztos, hogy törlöd a személyre szabott csatorna beállításaidat és visszaállítod a sorrendet alap helyzetbe?
settings.channelReordering.reset.popup.title;;Alaphelyzet visszaállítása
settings.channelSorting.allChannels.selected;;Minden csatorna (%1 kiválasztva)
settings.channelSorting.allChannels.unselected;;Minden csatorna
settings.channelSorting.description;;Az elérhető csatornák sorrendjének megváltoztatásához válassz ki egy csatornát és húzd át az új helyére.<br>Léptess fel vagy le vagy üss be egy csatorna számot a csatorna megtalálásához. Nyomd meg az OK-t a csatorna kiválasztásához.
settings.channelSorting.description.batchSelection;;Vidd a csatornát feljebb vagy lejjebb az új pozíciójába vagy használd a távirányító szám gombjait.<br><br>Nyomd meg az OK-t a beillesztéshez.
settings.channelSorting.description.editMode;;Vidd a csatornát feljebb vagy lejjebb az új pozíciójába vagy használd a távirányító szám gombjait.<br><br>Nyomd meg az OK-t a beillesztéshez.
settings.channelSorting.description.multiSelectionMode;;Navigálj fel vagy le vagy üss be egy csatorna számot a csatorna megtalálásához. Nyomd meg az OK-t a csatorna kiválasztásához vagy a kiválasztás törléséhez.<br><br>Miután végeztél a kiválasztással, mozgathatod a csatorná(ka)t az új helyre.
settings.channelSorting.subtitle.customisation;;Személyreszabás
settings.channelSorting.title;;Csatorna sorrend
settings.channelVisibility.allChannels.visible;;Minden csatorna
settings.channelVisibility.confirm;;Megerősít
settings.channelVisibility.description;;Ha szeretnéd, elrejtheted a nem kívánt csatornákat.<br>Léptess fel vagy le vagy üss be egy csatorna számot a csatorna megtalálásához. Nyomd meg az OK-t a csatorna elrejtéséhez vagy megjelenítéséhez.
settings.channelVisibility.hideAllChannels;;Legalább 1 látható csatornának kell lennie a boxon.
settings.channelVisibility.hideUnsubscribedChannels;;Nem előfizetett csatornák elrejtése
settings.channelVisibility.showUnsubscribedChannels;;Nem előfizetett csatornák mutatása
settings.channelVisibility.subtitle;;Csatornák elrejtése
settings.channelVisibility.subtitle.customisation;;Személyreszabás
settings.channelVisibility.title;;Csatorna láthatósága
settings.cloudRecordings;;Felhőalapú felvételek
settings.cloudsRecordings;;Felhő felvételek
settings.connectedDevices;;Csatlakoztatott eszközök
settings.connectedDevices.mobilePairing;;Mobilalkalmazás
settings.connectedDevices.remote;;Távirányító
settings.connectedDevices.tvInput;;TV bemenet
settings.connectedDevices.voiceAssistants;;Hangasszisztens
settings.contentSettings;;Tartalom beállítások
settings.developerMode;;Fejlesztői mód
settings.fallbackDeepLink;;Ugrás a Dinamikus DeepLinkhez
settings.frequentlyAskedQuestions;;Gyakran Ismételt Kérdések
settings.frequentlyAskedQuestions.faqBrowser;;Válaszok keresése
settings.informations.abrProfile;;Jelenlegi ABR-profil
settings.informations.button.pvr;;Helyi felvétel információ
settings.informations.buttons.nagra;;Nagra
settings.informations.buttons.nagraStv;;Nagra
settings.informations.buttons.pvr;;PVR
settings.informations.casingSerialNumber;;Sorozatszám
settings.informations.casingSerialNumber.unavailable;;Nem elérhető
settings.informations.channelNameDVBC;;Kábelcsatorna neve
settings.informations.channelNameDVBIP;;Csatorna neve
settings.informations.channelNameFTTH;;Csatorna neve
settings.informations.diskConnectState;;Lemez csatlakozási állapota
settings.informations.diskConnectState.connected;;Csatlakoztatva
settings.informations.diskConnectState.disconnected;;Nincs csatlakoztatva
settings.informations.diskStatus;;Lemez állapota
settings.informations.diskStatus.notReady;;Nincs kész
settings.informations.diskStatus.ready;;Kész
settings.informations.freq;;Frekvencia
settings.informations.hdcpVersion;;HDCP verzió
settings.informations.imei;;IMEI
settings.informations.kdsn;;KDSN
settings.informations.lcn;;LCN
settings.informations.netflixEsn;;Netflix ESN
settings.informations.nid;;Hálózati azonosító
settings.informations.onid;;Eredeti hálózati azonosító
settings.informations.otaUpdateProgress;;OTA frissítési folyamat
settings.informations.ott;;Alkalmazás
settings.informations.packetLoss;;Csomagveszteség
settings.informations.sdkVersion;;SDK verzió
settings.informations.sid;;Szolgáltatás azonosító
settings.informations.signalQuality;;Minőség
settings.informations.smartTvVersion;;Smart TV verzió
settings.informations.snr;;SNR
settings.informations.tsid;;Transport Stream ID
settings.informations.updateStatus.failed;;%1: sikertelen frissítés
settings.informations.updateStatus.success;;Sikeres
settings.informations.uri;;URI
settings.informations.wireless.quality;;Wi-Fi hálózat minőség ellenőrzés
settings.language.audioLanguage;;Hangsáv
settings.language.systemLanguage;;Rendszernyelv
settings.language.systemLanguage.info;;Ha az Automatikus opció van kiválasztva, a Vodafone TV box nyelve a Smart TV rendszer nyelvét fogja használni, amennyiben az elérhető a boxon.
settings.languageAndAccessibility;;Nyelv és kisegítő lehetőségek
settings.languageAndAccessibility.audioLanguage;;Audio
settings.languageAndAccessibility.subtitlesPreference;;Felirat preferencia
settings.localRecordings;;Helyi felvételek
settings.localRecordings.error;;Hiba történt a lemezről való információ olvasás közben
settings.localRecordings.reformatDisk.notification.helpMessage;;Kérjük, vedd figyelembe, hogy minden helyi felvétel törlésre fog kerülni <br/> és nem fogod tudni visszaállítani őket!
settings.localRecordings.reformatDisk.notification.offlineSubtitle;;
settings.localRecordings.reformatDisk.notification.offlineTitle;;
settings.localRecordings.reformatDisk.notification.title;;Az újraformázáshoz add meg a PIN kódodat.
settings.logger;;Logger
settings.logger.loggerIp;;Logger endpoint
settings.logger.loggerModule;;Logger Module
settings.logger.loggerType;;Logger Type
settings.loggerIp.description;;A logok a következő IP-relesznek küldve a 8080 porton a szabálynak megfelelően
settings.loggerIp.subtitle;;IP bevitele
settings.loggerIp.title;;Logger IP
settings.loggerModule.description;;A modul aktiválása lehetővé teszi, hogy több részlethez juss egy kiválasztott modulról<br/>Kérjük, vedd figyelembe, hogy ennek mellékhatása lehet, például a navigáció lassulása
settings.loggerModule.subtitle;;Aktiváld a szükséges logot
settings.loggerModule.title;;Log modul aktiválása
settings.loggerType.description;;Három opció van: Böngésző: a böngésző debuggerébe átrirányít<br/> - Sagemcom MW: minden logot az MW-be küld (csak mediaboxon működik)<br/> - Websocket: átirányítja a logjaidat a Websocketen keresztül egy IP-re, amit konfigurálhatsz. <br/>Kérjük, vedd figyelembe, hogy ennek mellékhatása lehet, például a navigáció lassulása
settings.loggerType.subtitle;;Válaszd ki a logolás helyét
settings.loggerType.title;;Log aktiválása
settings.network.channelScan.pleaseWait;;Csatornakeresés zajlik, kérjük várjon...
settings.parentalControls.managePin;;PIN kód kezelése
settings.parentalControls.options;;Korhatár besorolás
settings.parentalControls.purchasePin;;Vásárlások
settings.powerSaving.autoStandbyTime.2h;;2 óra
settings.powerSaving.autoStandbyTime.4h;;4 óra
settings.powerSaving.autoStandbyTime.8h;;8 óra
settings.powerSaving.quickBoot.description;;Ha a hangfelismerést akarod használni vagy zenét lejátszani Bluetooth-on vagy Spotify-on keresztül készenléti üzemmódban, akkor ezt a kapcsolót KI kell kapcsolnod. <br><br> Egyéb esetben a készülék kikapcsolása után ezeket csak rövid ideig tudod megtenni.
settings.powerSaving.remoteBooking.description;;Ha energiatakarékosan szeretnéd a készenléti üzemmódot használni, álapértelmezetten válaszd az Energiatakarékos üzemmódot. Nem lesz használható a távoli felvétel beállítás, illetve lassabban indul el a Mediabox.
settings.powerSaving.smartStandby.active;;Aktív
settings.powerSaving.smartStandby.active.description;;A Mediabox és TV-készülék kikapcsolása mellett is használható a hangvezérlés, Bluetooth pair and play és Spotify Connect.
settings.powerSaving.smartStandby.energySaving;;Energiatakarékos
settings.powerSaving.smartStandby.energySaving.description;;Ha készenléti üzemmódban kevesebb áramot akarsz fogyasztani, válaszd alapként az Energiatakarékosság üzemmódot. Így nem fogod tudni használni az Aktív/Okos Készenléti üzemmód funkciókat és a box indítása is lassabb lesz.
settings.powerSaving.smartStandby.smartStandby;;Intelligens készenlét
settings.powerSaving.smartStandby.smartStandby.description;;A Mediabox és TV-készülék kikapcsolása mellett is használható a hangvezérlés, Bluetooth pair and play és Spotify Connect. <br/>Az okos készenléti állapottal a fő funkciók használhatóak nappal és este, éjszaka viszont energiát takarít meg 01:00-06:00 között.
settings.privacy;;Adatkezelés
settings.privacy.consent;;Adatkezelési hozzájárulás
settings.privacy.notice;;Adatkezelési tájékoztató
settings.privacyDisclaimer;;Adatkezelési tájékoztató
settings.privacyDisclaimer.privacy;;Adatkezelési téjékoztató
settings.privacyDisclaimerPageTitle;;Adatkezelési tájékoztató
settings.purchase.errorTurnOn;;A Vásárlási PIN kód aktiválásához kérjük, először kapcsold be a Gyerekzárat!
settings.purchase.turnOff;;PIN kód kikapcsolás
settings.purchase.turnOn;;PIN kód bekapcsolás
settings.purchase.turnedOff;;PIN kód kikapcsolva
settings.purchase.turnedOn;;PIN kód bekapcsolva
settings.purchasePin;;Vásárlási PIN kód
settings.recommendations;;Személyes ajánló
settings.recommendations.off;;Kikapcsolás
settings.recommendations.on;;Bekapcsolás
settings.recording.padding.fifteen;;+15 perc
settings.recording.padding.five;;+5 perc
settings.recording.padding.ten;;+10 perc
settings.recording.setPaddings.noPadding;;Nincs időráhagyás
settings.recordings.automaticRecordings;;Automatikus rögzítés
settings.recordings.boxSpaceLow;;A tárhelyed majdnem megtelt
settings.recordings.buyMoreStorage;;A tárhely majdnem betelt
settings.recordings.buyStorage;;További információk
settings.recordings.ejectDisk;;Adathordozó eltávolítása
settings.recordings.filterContent;;Tartalom szűrése
settings.recordings.manage;;Felvételek kezelése
settings.recordings.padding.none;;Nincs időráhagyás
settings.recordings.recommendationsOptOut;;Ajánlások kikapcsolva
settings.recordings.reformatDisk;;Lemez újraformázás
settings.recordings.remoteBooking;;Távoli felvétel beállítás
settings.recordings.setPadding;;Extra idő beállítása
settings.recordings.setPadding.description;;Extra idő hozzáadása a felvételek végéhez.
settings.recordings.setPadding.title;;Extra idő beállítása
settings.recordings.subscribedChannels;;Előfizetéses csatornák mutatása
settings.remote.buttons.back;;Vissza
settings.remote.buttons.green;;Zöld
settings.remote.buttons.info;;Távirányítóval kapcsolatos információ
settings.remote.buttons.paired;;Párosítva
settings.remote.buttons.tv;;TV távirányító
settings.remote.buttons.unpaired;;Párosítás megszüntetése
settings.remote.buttons.voice;;Információ a hangbeállításokról
settings.remote.connectionType.BLE;;BLE
settings.remote.info.IRCodesTableDBVersion;;?
settings.remote.info.batteryLevelGood;;Jó
settings.remote.info.batteryLevelLow;;Alacsony
settings.remote.info.batteryStatus.button;;Elemtöltöttség
settings.remote.info.batteryStatus.subtitle;;Elemtöltöttség
settings.remote.info.bleConnection.button;;Bluetooth kapcsolat
settings.remote.info.bluetooth;;A távirányító Bluetooth segítségével vezérli a Vodafone Mediaboxot és a hangvezérlés is engedélyezve van %1 óta. <br><br>Kérjük, tartsd lenyomva a sárga és a 3-as gombokat a távirányító párosításának megszüntetéséhez.
settings.remote.info.buttons.firmware.button;;Firmware
settings.remote.info.connectivityStatus.button;;Csatlakozási állapot
settings.remote.info.connectivityStatus.subtitle;;Csatlakozási állapot
settings.remote.info.done.button;;Vissza
settings.remote.info.firmware.button;;Firmware
settings.remote.info.firmware.subtitle;;Firmware
settings.remote.info.hardwareVersion;;Hardververzió
settings.remote.info.infrared;;A távirányító infravörös jelekkel vezérli a Vodafone Mediaboxot. 
settings.remote.info.lastDownloadDateFirmware;;Firmware utolsó letöltési dátuma
settings.remote.info.macAddress;;Távirányító MAC Address:
settings.remote.info.manufacturingDate;;Gyártási dátum
settings.remote.info.productNumber;;Termékszám
settings.remote.info.radioFrequency;;A távirányító %1 óta rádiófrekvencia segítségével irányítja a Vodafone Mediaboxot.<br><br>A párosítás megszüntetéséhez kérjük, tartsd nyomd a sárga és a 3-as gombokat
settings.remote.info.remoteSerialNumber;;Távirányító szériaszáma
settings.remote.info.remoteVersion.button;;Távirányító verziószáma
settings.remote.info.remoteVersion.subtitle;;Távirányító verziószáma
settings.remote.info.serialNumber.button;;Szériaszám
settings.remote.info.serialNumber.subtitle;;Szériaszám
settings.remote.info.softwareVersion;;Szoftver verziószáma
settings.remote.info.title;;Távirányítóval kapcsolatos információ
settings.remote.info.version;;Verzió
settings.remote.paired.descriptionBle;;A Hang gomb lenyomásával használhatod a Hangvezérlést. Nem kell a Vodafone Mediabox irányába tartanod a távirányítót a vezérléshez, és irányíthatod a TV-det is (válaszd ki a TV irányítás menüt).
settings.remote.paired.descriptionIrRf;;A jobb teljesítmény érdekében távirányítód párosítása rádió frekvencia segítségével történik meg. Így nem kell többé a Vodafone Mediabox felé irányítanod a távirányítót.
settings.remote.paired.subtitle;;Párosított távirányító
settings.remote.remoteStatus;;Távirányító állapota
settings.remote.retry.descriptionBle;;Sajnáljuk, hiba lépett fel a párosítás során. Kérjük, tartsd lenyomva a sárga és az 1-es gombokat 5 másodpercig
settings.remote.retry.descriptionIrRf;;Sajnáljuk, hiba lépett fel a párosítás során. Kérjük, tartsd lenyomva a sárga és az 1-es gombokat 5 másodpercig
settings.remote.retry.subtitle;;Távirányító párosítása
settings.remote.title;;Távirányító állapota
settings.remote.tvControls;;Távirányító
settings.remote.unpaired.descriptionBle;;Párosítsd a távirányítót Bluetooth segítségével és használd a hangvezérlést a TV irányítására. A távirányítót nem szükséges a Vodafone Mediabox felé irányítanod és a TV-t is tudod vezérelni vele. <br><br>A párosításhoz kérjük, tartsd lenyomva a sárga és az 1-es gombokat 5 másodpercig
settings.remote.unpaired.descriptionIrRf;;A jobb teljesítmény érdekében párosítsd a távirányítót rádiofrekvencia segítségével és így nem is kell többé a Vodafone Mediabox felé irányítanod azt. <br><br>A párosításhoz tartsd lenyomva a sárga és az 1-es gombokat 5 másodpercig
settings.remote.unpaired.subtitle;;Távirányító párosítása
settings.remoteBooking.button.standbyOptions;;Készenléti beállítások
settings.remoteBooking.screen.text;;A felvételek távoli beállításához (pl. mobilkészülékedről) a Mediabox Készenléti állapotának bekapcsolva kell lennie. <br><br> A készenléti állapot beállítható a Mediabox Beállítások > Készenléti állapot menüpontban.
settings.remoteBooking.screen.title;;Távoli felvétel beállítás
settings.remoteControl;;Távirányító beállítások
settings.selfDiagnostics.button.internetConnection;;Internetkapcsolat
settings.selfDiagnostics.button.localStorage;;Tárhely
settings.selfDiagnostics.button.networkConnection;;Hálózati kapcsolat
settings.selfDiagnostics.button.remote;;Távirányító
settings.selfDiagnostics.button.softwareUpdates;;Szoftverfrissítések
settings.selfDiagnostics.button.tvChannels;;TV csatornák
settings.selfDiagnostics.issuesTable.message.sdi01.01;;Eszközöd nem LAN vagy Wi-Fi hálózaton keresztül csatlakozik. Kérjük, ellenőrizd a kábelcsatlakozásokat és a hálózati beállításokat! 
settings.selfDiagnostics.issuesTable.message.sdi01.02;;A Vodafone Mediabox nem kapott érvényes IP-címet. Kérjük, ellenőrizd az IP-cím beállításokat és állítsd alapállapotba a routert és a Vodafone Mediaboxot! 
settings.selfDiagnostics.issuesTable.message.sdi01.03;;Gyenge Wi-Fi-jel. Kérjük, fontold meg a LAN-kábellel történő csatlakozást, vagy helyezd közelebb a vezetéknélküli routered a Vodafone Mediaboxhoz 
settings.selfDiagnostics.issuesTable.message.sdi02.01;;A Vodafone Mediabox jelenleg nem tud csatlakozni az Internetre. Amennyiben további otthoni hálózatra csatlakoztatott eszközökön is hasonló problémát észlelsz, kérjük, lépj kapcsolatba az internet-szolgáltatóddal, mert valószínűleg általános internetszolgáltatás kiesés történt. <br />Ha a probléma csak a Vodafone Mediaboxnál lépett fel, kérjük, húzd ki, majd csatlakoztasd újra a Vodafone Mediaboxot az elektromos hálózathoz és próbálj újra csatlakozni. Ha a probléma továbbra is fennáll, kérjük, lépj kapcsolatba az Ügyfélszolgálattal!
settings.selfDiagnostics.issuesTable.message.sdi02.02;;A Vodafone TV szolgáltatási hiba miatt jelenleg nem tud csatlakozni a Vodafone hálózathoz. Kérjük, keresd fel a Vodafone honlapját további információkért esetleges szolgáltatáskiesésről 
settings.selfDiagnostics.issuesTable.message.sdi03.01;;Nem csatlakozik antennakábel a Vodafone Mediaboxhoz. Kérjük, ellenőrizd az antennakábel állapotát! 
settings.selfDiagnostics.issuesTable.message.sdi03.02;;A Vodafone Mediabox érzékelte, hogy az antennakábelen érkező gyenge jel miatt rossz minőségben nézed a műsort. Kérjük, ellenőrizd az antennakábel csatlakozását és állíts a TV antenna helyzetén 
settings.selfDiagnostics.issuesTable.message.sdi03.03;;A Vodafone Mediabox érzékelte, hogy sávszélességi vagy csatlakozási problémák miatt rossz minőségben nézed a műsort. Ennek oka lehet, hogy intenzíven használod az internetet (egyszerre több videót nézel vagy nagy fájlokat töltesz le), mellyel rontod a tévézés élményét és csökkented az elérhető sávszélességet.<br/>Ha ez az eset áll fenn, azt javasoljuk, hogy csökkentsd a sávszélesség felhasználásának intenzitását a TV nézés időtartama alatt, vagy válassz nagyobb Internet-csomagot 
settings.selfDiagnostics.issuesTable.message.sdi04.01;;A távirányító elemei hamarosan lemerülnek. Kérjük, cseréld ki őket! 
settings.selfDiagnostics.issuesTable.message.sdi04.02;;Ha párosítod a Vodafone TV távirányítóját a Vodafone Mediabox-szal, többé már nem kell közvetlenül az utóbbi felé tartanod a távirányítót. Akár egy szekrénybe is rakhatod a Vodafone Mediaboxot .<br />A távirányító párosítása: a Beállítások > További beállítások > Távirányító > Távirányító párosítása menüpont alatt érhető el
settings.selfDiagnostics.issuesTable.message.sdi05.01;;Szoftverfrissítések érhetők el eszközödhöz. Kérjük, frissítsd az eszközöd, hogy kihasználhasd a legújabb funkciókat! 
settings.selfDiagnostics.issuesTable.message.sdi06.01;;Probléma lépett fel a tárhely elérésekor, amely nem teszi lehetővé TV Megállítása funkciót.<br/>Kérjük, indítsd újra a Vodafone Mediaboxot, és a ha a probléma továbbra is fennáll, lépj kapcsolatba a műszaki támogatással!
settings.selfDiagnostics.issuesTable.title.sdi01.01;;Nincs hálózati csatlakozás
settings.selfDiagnostics.issuesTable.title.sdi01.02;;IP-cím nem elérhető
settings.selfDiagnostics.issuesTable.title.sdi01.03;;Nem megfelelő Wi-Fi jelerősség
settings.selfDiagnostics.issuesTable.title.sdi02.01;;Nem lehet csatlakozni az internetre
settings.selfDiagnostics.issuesTable.title.sdi02.02;;Nem lehet csatlakozni a Vodafone hálózathoz
settings.selfDiagnostics.issuesTable.title.sdi03.01;;Az antennakábel nincs csatlakoztatva
settings.selfDiagnostics.issuesTable.title.sdi03.02;;Nem megfelelő digitális TV jel az antennakábelen
settings.selfDiagnostics.issuesTable.title.sdi03.03;;Nem megfelelő internet adatátvitel
settings.selfDiagnostics.issuesTable.title.sdi04.01;;Távirányító elemeinek töltöttsége alacsony
settings.selfDiagnostics.issuesTable.title.sdi04.02;;Távirányító párosítása a Vodafone Mediabox-szal
settings.selfDiagnostics.issuesTable.title.sdi05.01;;Frissítések elérhetőek
settings.selfDiagnostics.issuesTable.title.sdi06.01;;Nincs hozzáférés a tárhelyhez
settings.selfDiagnostics.noErrors;;Nem találtunk problémát a Vodafone Mediaboxnál
settings.serviceSettings;;Szolgáltatás beállításai
settings.showBackgroundProcess.hide;;Elrejtés
settings.showBackgroundProcess.show;;Megjelenítés
settings.soundAndVideo;;Hang és Video
settings.subscriptionFiltering.allAppsHidden;;Összes alkalmazás elrejtve
settings.subscriptionFiltering.appsHidden;;%1 alkalmazás elrejtve
settings.subscriptionFiltering.description;;Kiválaszthatod, hogy mely alkalmazásokat kívánod elrejteni vagy megjeleníteni az alkalmazáslistában jelölve.
settings.subscriptionFiltering.title;;Alkalmazások szűrése
settings.systemConfigurations.bluetooth.deviceList.title;;Elérhető eszközök
settings.systemConfigurations.bluetooth.devicePairedList.title;;Párosított eszközök
settings.systemConfigurations.developerMode;;Fejlesztői mód
settings.systemConfigurations.epgStbCacheStatus;;Műsorújság Vodafone Mediabox Cache állapot
settings.systemConfigurations.epgUiCacheStatus;;Műsorújság UI Cache állapot
settings.systemConfigurations.lastActiveStandby;;Last ActiveStandby
settings.systemConfigurations.lastBoots;;Legutóbbi indítás
settings.systemConfigurations.lastFullMaintenance;;Legutóbbi teljes karbantartás
settings.systemConfigurations.lastLoginDate;;Utolsó login dátuma
settings.systemConfigurations.lastMaintenance;;Legutóbbi karbantartás
settings.systemConfigurations.lastMaintenanceReboot;;Legutóbbi karbantartási újraindítás
settings.systemConfigurations.lastTechnicalDiagUpdate;;Utolsó technikai diagnosztikai frissítés
settings.systemConfigurations.maintenanceTimeoutEvents;;Maintenance timeout MW events
settings.systemConfigurations.mobilePairing;;Mobiltelefon párosítása
settings.systemConfigurations.mobilePairing.concurrentPairingDenied;;Egyszerre csak egyetlen eszköz párosítható
settings.systemConfigurations.mobilePairing.description;;Csatlakoztasd és kezeld mobil eszközeidet.<br/>Hozzákapcsolhatod előfizetésedet a mobil applikációdhoz QR kód használatával, csak válaszd ki a QR kód megjelenítését a kezdéshez.
settings.systemConfigurations.mobilePairing.deviceList.title;;Elérhető eszközök
settings.systemConfigurations.mobilePairing.failed;;Sikertelen
settings.systemConfigurations.mobilePairing.failure;;Mobilod automatikus párosítása közben hiba lépett fel
settings.systemConfigurations.mobilePairing.paired;;Párosítva
