key;en-GROUP;sq-AL-x-AL text
sdk7.menu.tab.onTv;;Në TV
sdk7.miniProgramInfo.remaining;;mbetur
sdk7.miniProgramInfo.showMore;;Më shumë informacion
sdk7.moreBucket.all;;Të gjitha
sdk7.pinEntry.helpLabel;;Probleme me PIN-in?
sdk7.pinEntry.success;;Epo, sukses!
sdk7.pinEntry.success.subtitle;;% 1 u shkyç
sdk7.pinEntry.unSuccessful;;PIN i gabuar
sdk7.pinEntry.unSuccessful.subtitle;;Të lutem provo përsëri për të shkyçur %1
sdk7.pinEntry.verifying;;Po verifikohet...
sdk7.programInfo.actionButtons.wishlist.add;;Lista e dëshirave
sdk7.programInfo.actionButtons.wishlist.remove;;Hiq nga lista e dëshirave
sdk7.programInfo.showInfo;;Shfaq informacion
sdk7.search.noResults;;Nuk u gjetën rezultate
sdk7.search.searchResults;;Rezultatet e Kërkimit
sdk7.serieInfo.episodePrefix;;Episodi % 1
sdk7.serieInfo.episodeShortPrefix;;E
sdk7.serieInfo.seasonShortPrefix;;S
sdk7.settings;;Cilësimet
sdk7.settings.changePin.confirm;;Konfirmo
sdk7.settings.changePin.confirmNewPin;;Konfirmo PIN-in e ri
sdk7.settings.changePin.enterNewPin;;Vendos PIN-in tënd të ri
sdk7.settings.changePin.hideNewPin;;Fshih PIN-in e ri
sdk7.settings.changePin.masterPin;;PIN-i kryesor
sdk7.settings.changePin.pinChanged.failed;;Ndryshimi i PIN dështoi
sdk7.settings.changePin.pinChanged.successfully;;PIN u ndryshua
sdk7.settings.changePin.pinChanged.tryAgain;;Shtyp OK për të provuar përsëri
sdk7.settings.changePin.secondaryString;;Për arsye sigurie, PIN-i nuk mund të përmbajë vetëm numra identikë. Nëse kodi PIN që ke zgjedhur nuk pranohet, të lutem provo përsëri më vonë.
sdk7.settings.changePin.showNewPin;;Shfaq PIN-in e ri
sdk7.settings.changePin.title;;Ndrysho PIN-in
sdk7.settings.hiddenChannels;;Kanalet e Fshehura
sdk7.settings.parentalControls.adultContent;;Përmbajtje për të rritur
sdk7.settings.parentalControls.ageRating.pinModal.event;;Vlerësimi i moshës
sdk7.settings.parentalControls.ageRating.screen.description;;Lejo shikimin e përmbajtjes pa PIN për vlerësimin e moshës së zgjedhur. Përmbajtja e mësipërme do të bllokohet dhe mund të shikohet vetëm pasi të kesh futur kodin PIN.
sdk7.settings.parentalControls.ageRating.screen.secondary.description;;PIN-i prindëror i parazgjedhur është 0000. I sugjerojmë Përdoruesit të përcaktojë një të ri në rast se nuk e ka bërë ende.
sdk7.settings.parentalPurchases.locked;;PIN-i i blerjes është aktivizuar. Shtyp OK për ta çaktivizuar.
sdk7.settings.parentalPurchases.locked.desc;;PIN-i është i nevojshëm për të marrë me qira, për të blerë ose për t'u abonuar në përmbajtje. Në rast se është i çaktivizuar, të gjitha transaksionet mund të kryhen menjëherë.
sdk7.settings.parentalPurchases.purchasePinState;;Gjendja e PIN për blerje
sdk7.settings.parentalPurchases.unlocked;;PIN-i i blerjes është i çaktivizuar. Shtypni OK për ta aktivizuar.
sdk7.settings.parentalPurchases.unlocked.desc;;Merr me qira, bli ose abonohu ​​në përmbajtje menjëherë. Në rast se aktivizohet, do të kërkohet një PIN për të gjitha transaksionet.
sdk7.settings.pinProtection.desc;;"Kur aktivizohet Mbrojtja me PIN, përmbajtja dhe veprimet e zgjedhura bllokohen dhe PIN-i nevojitet për ta zhbllokuar. Kur ""Mbrojtja PIN"" është çaktivizuar, e gjithë përmbajtja (duke përfshirë përmbajtjen dhe kanalet për të rritur) dhe veprimet janë të shkyçura dhe nuk nevojitet asnjë PIN."
sdk7.settings.pinProtection.isActivated;;Mbrojtja PIN është aktivizuar dhe cilësimet e kontrollit prindëror janë aktivizuar. Shtyp OK për ta çaktivizuar.
sdk7.settings.pinProtection.isDeactivated;;Mbrojtja PIN është çaktivizuar dhe cilësimet e kontrollit prindëror janë çaktivizuar. Shtyp OK për ta aktivizuar.
sdk7.settings.pinProtection.pinConfirmationModal.message.activatePin;;Je i sigurt që dëshiron të aktivizosh mbrojtjen PIN?
sdk7.settings.pinProtection.pinConfirmationModal.message.deactivatePin;;Je i sigurt që dëshiron të çaktivizosh mbrojtjen PIN?
sdk7.settings.pinProtection.pinConfirmationModal.title.activatePin;;Aktivizo PIN
sdk7.settings.pinProtection.pinConfirmationModal.title.deactivatePin;;Çaktivizo PIN
sdk7.settings.pinProtection.pinProtection;;Mbrojtja PIN
sdk7.settings.premiumChannels.hidden;;Aktualisht këto kanale janë të fshehura. Shtyp OK për të shfaqur të gjitha kanalet premium të paabonuar.
sdk7.settings.premiumChannels.intro;;Për lehtësinë tënde, mund të fshehësh ose shfaqësh të gjitha kanalet premium në të cilat nuk je abonuar në Vodafone TV.
sdk7.settings.premiumChannels.visible;;Aktualisht këto kanale janë të dukshme. Shtyp OK për të fshehur të gjitha kanalet premium të paabonuar.
sdk7.settings.privacy.and.terms;;Privatësia dhe Kushtet
sdk7.settings.privacy.consent.disagree.text;;Duke mos rënë dakord, do të humbësh rekomandimet dhe veçoritë e tjera shtesë që ofrojnë përvojën më të mirë të Vodafone TV.
sdk7.settings.privacy.consent.disagree.title;;A je i sigurt?
sdk7.settings.vodafoneTV;;Vodafone TV
sdk7.smartTV.firstInstall.login.error.title;;Probleme me llogarinë?
sdk7.watch.timestamp.live;;live
search.recentSearches;;Kërkimet e fundit
search.recommendations;;Rekomandimet
searchRecommendations1;;Të gjitha
searchRecommendations2;;Drejtpërdrejt tani
searchRecommendations3;;Catch-Up më i fundit
serieInfo.episodeShort;;E
serieInfo.seasonPrefix;;Sezoni %1
serieInfo.seasonShort;;S
settings.accessibility.audioLanguage.description;;Lëviz lart/poshtë për të zgjedhur një gjuhë dhe shtyp OK për të konfirmuar zgjedhjen.
settings.accessibility.audioLanguage.description.selected;;Gjuha e audios është caktuar në %1. Nëse disponohet, do të luhet automatikisht.
settings.accessibility.help;;Ndihmë
settings.accessibility.help.description;;Nëse të duhet ndihmë me shërbimin Vodafone GigaTV, kontakto<br/>përfaqësuesin e dedikuar Vodafone në +35569140 ose <br/>vizito www.vodafone.al
settings.alexa;;Amazon Alexa
settings.alexa.deviceName;;Emri i pajisjes:
settings.alexa.status.finished;;U krye!
settings.ast.astDisableVisualScrubber;;Scrubber Vizual
settings.ast.astOverrideShakaSettings;;Cilësimet Shaka
settings.ast.astSettings;;Advanced Shaka Troubleshooting
settings.ast.astShowBackgroundProcess;;Proces në sfond
settings.ast.overrideShakaSettings.items.bufferingGoal;;Synimi i buffering
settings.ast.overrideShakaSettings.items.defaultBandwidthEstimate;;Cilësimi i parazgjedhur i kapacitetit internet
settings.ast.overrideShakaSettings.items.defaultPresentationDelay;;Vonesë në shfaqje
settings.ast.overrideShakaSettings.items.rebufferingGoal;;Synimi i rebuffering
settings.ast.overrideShakaSettings.resetButton;;Reset
settings.ast.overrideShakaSettings.title;;Cilësimet Shaka
settings.audioAndVisual.audioOutput.auto;;Automatike
settings.audioAndVisual.audioOutput.resetVolume;;Rivendos nivelin e volumit
settings.audioAndVisual.audioOutput.resetVolumeInfo;;Rivendosja e nivelit të volumit do të vendosë outputin e pajisjes Vodafone TV në një nivel mesatar.<br/> Përdor telekomandën nëse e ke lidhur me Vodafone me TV dhe vendos volum shumë të lartë ose pa volum.
settings.audioAndVisual.audioSettings;;Audio
settings.audioAndVisual.audioSettings.hdmi;;HDMI
settings.audioAndVisual.audioSettings.localSpeaker;;Folës Lokal
settings.audioAndVisual.soundMode;;Profili Audio
settings.audioAndVisual.soundMode.automatic;;Automatike
settings.audioAndVisual.soundMode.game;;Lojë
settings.audioAndVisual.soundMode.movie;;Film
settings.audioAndVisual.soundMode.music;;Muzikë
settings.audioAndVisual.soundMode.music.fidelity;;Cilësia e Muzikës
settings.audioAndVisual.soundMode.music.loud;;Muzikë e Lartë
settings.audioAndVisual.soundMode.music.surround;;Muzika Përreth
settings.audioAndVisual.soundMode.night;;Natë
settings.audioAndVisual.soundMode.off;;Fikur
settings.audioAndVisual.soundMode.sport;;Sport
settings.audioAndVisual.soundMode.voice;;Zëri
settings.audioAndVisual.widescreen;;Trajtimi 4:3
settings.audioAndVisual.widescreen.fullmode;;Modalitet i plotë
settings.audioAndVisual.widescreen.original;;Origjinali
settings.audioAndVisual.widescreen.zoom;;Zmadho
settings.audioProfile.description;;Profili i audios ndikon në tingull vetëm kur altoparlantët e dekoderit janë në përdorim.
settings.autoDelete;;Fshirja automatike do të nisë me regjistrimet e radhës të planifikuara. Rrit hapësirën për të shmangur fshirjen
settings.automaticRecordings.description;;Një nga funksionalitetet e Vodafone TV është shikimi i programeve televizive të 7 ditëve të fundit. Mund të aksesohen programet direkt duke përdorur Guidën TV ose duke shtypur shigjetat Lart dhe Poshtë në telekomandë.
settings.automaticRecordings.title;;Regjistrime Automatike
settings.bluetooth;;Bluetooth
settings.bluetooth.addDevice;;Shto Pajisje
settings.bluetooth.autoConnect;;Lidhje automatike
settings.bluetooth.connect;;Lidh një pajisje
settings.bluetooth.connected;;Lidhur
settings.bluetooth.connected.description;;"Lëviz lart/poshtë për të zgjedhur një pajisje. Shtyp OK për të lidhur ose shkëputur pajisjen e zgjedhur. Nuk e gjen pajisjen? Shko te ""Shto pajisje"" për të kërkuar pajisje të tjera."
settings.bluetooth.connecting;;Duke u lidhur...
settings.bluetooth.description;;Lista e pajisjeve bluetooth është bosh. <br> Fillimisht shto një pajisje për ta lidhur atë.
settings.bluetooth.devices;;Pajisjet e mia
settings.bluetooth.disconnecting;;Duke u shkëputur...
settings.bluetooth.otherDevices;;Pajisjet e tjera
settings.bluetooth.pairing;;Aktivizim Bluetooth
settings.bluetooth.pairingPopup.description;;"Të lutem kontrollo pajisjen tënde për të konfirmuar. Më pas do të jetë e listuar te ""Pajisjet e mia"""
settings.bluetooth.pairingPopup.title;;Duke shtuar %1
settings.bluetooth.pairingScreen.description;;Lëviz lart/poshtë për të zgjedhur një pajisje. Shtyp OK për të shtuar pajisjen e zgjedhur në listën tënde.
settings.bluetooth.refreshButton.text;;Rifresko
settings.bluetooth.removeDevice;;Hiq Pajisje
settings.bluetooth.removeScreen.description;;"Zgjidh një ose më shumë pajisje me ""OK"" në telekomandën tënde. <br/> Konfirmo përzgjedhjen tënde për t'i hequr ato nga lista e pajisjeve të tua."
settings.bluetooth.screen.description;;Mund ta lidhësh pajisjen përmes Bluetooth për të dëgjuar muzikën tënde.
settings.bluetooth.screen.title;;Lidhje Bluetooth
settings.bluetooth.searching;;Duke kërkuar për pajisje të tjera
settings.boxSpace;;Regjistrimet
settings.cec.buttons.paired;;Lidhur
settings.cec.buttons.unpaired;;Lidh tani
settings.cec.paired.description;;Telekomanda Vodafone TV është lidhur për të kontrolluar Energjinë, Volumin, Heqjen e volumit dhe Burimin e sinjalit në TV.<br>Nëse nuk do të kontrollosh TV me telekomandë, shkëput lidhjen me telekomandën këtu
settings.cec.paired.subtitle;;Shkëput lidhjen me TV
settings.cec.title;;Kontrollet TV
settings.cec.unpaired.description;;Lidh telekomandën Vodafone TV për të kontrolluar Ndezjen/Fikjen, Volumin dhe Burimin e sinjalit në TV.
settings.cec.unpaired.subtitle;;Lidh Kontrollet TV
settings.channelReordering.apply;;Apliko
settings.channelReordering.confirm;;Konfirmo
settings.channelReordering.multiSelection;;Përzgjedhje e Shumëfishtë
settings.channelReordering.notification.channelAllSubHidden.description;;Ktheni të paktën një kanal të abonuar në të dukshëm. Për të fshehur kanalet pa gabime
settings.channelReordering.notification.channelAllSubHidden.title;;Kanalet nuk mund të fshihen
settings.channelReordering.notification.channelHidden.description;;"Për të shfaqur kanalin, shko tek ""Cilësimet e Vodafone TV"" dhe modifiko kanalin që do të shohësh"
settings.channelReordering.notification.channelHidden.title;;%1 (%2) është i fshehur
settings.channelReordering.notification.channelHidden.titleForAll;;Të gjitha kanalet janë të fshehura
settings.channelReordering.notification.channelUnsubHidden.description;;Preferenca për të shfaqur/fshehur kanale të paabonuara u përditësua
settings.channelReordering.notification.channelUnsubHidden.title;;Kliko për shfaqjen/fshehjen e kanaleve të paabonuar
settings.channelReordering.notification.notSortable.description;;Përzgjedhja u vendos në pozicion 1%
settings.channelReordering.notification.notSortable.title;;Pozicioni i kanalit 1% është i mbrojtur
settings.channelReordering.reset;;Rivendos Renditjen
settings.channelReordering.reset.popup.description;;A je i sigurt që dëshiron të rikthesh renditjen e kanaleve te cilësimet e paracaktuara?
settings.channelReordering.reset.popup.title;;Rikthe Renditjen e Kanaleve
settings.channelSorting.allChannels.selected;;Të gjitha Kanalet (1% e përzgjedhur)
settings.channelSorting.allChannels.unselected;;Të gjitha Kanalet
settings.channelSorting.description;;Për të ndryshuar renditjen e kanaleve, zgjidh kanalin duke shtypur OK.<br><br>Zhvendose kanalin tek pozicioni i dëshiruar ose vendos numrin e ri të kanalit.
settings.channelSorting.description.batchSelection;;Zhvendos zgjedhjen Lart/Poshtë në pozicionin e ri, ose përdor tastet e numrave në pult.<br><br>Shtyp OK për ta lëvizur.
settings.channelSorting.description.editMode;;Lëviz kanalin Lart/Poshtë në pozicionin e ri, ose përdor tastet e numrave në pult.<br><br>Shtyp OK për ta ruajtur atë.
settings.channelSorting.description.multiSelectionMode;;Për të ndryshuar renditjen e kanaleve, zgjidh kanalin duke shtypur OK.<br><br>Zhvendose kanalin tek pozicioni i dëshiruar ose vendos numrin e ri të kanalit.
settings.channelSorting.subtitle.customisation;;Personalizim
settings.channelSorting.title;;Renditja e kanaleve
settings.channelVisibility.allChannels.visible;;Të gjitha Kanalet
settings.channelVisibility.confirm;;Konfirmo
settings.channelVisibility.description;;Për të fshehur/shfaqur<br>kanale sipas dëshirës<br><br>gjej numrin e kanalit dhe shtyp OK.
settings.channelVisibility.hideAllChannels;;Të paktën një kanal duhet të jetë i dukshëm në VTV.
settings.channelVisibility.hideUnsubscribedChannels;;Fshih kanalet e pa abonuara
settings.channelVisibility.showUnsubscribedChannels;;Shfaq kanalet e pa abonuara
settings.channelVisibility.subtitle;;Fshih Kanalet
settings.channelVisibility.subtitle.customisation;;Personalizim
settings.channelVisibility.title;;Shfaqja e Kanalit
settings.cloudRecordings;;Regjistrime në Cloud
settings.cloudsRecordings;;Regjistrime në Cloud
settings.connectedDevices;;Pajisje të lidhura
settings.connectedDevices.mobilePairing;;Mobile Apps
settings.connectedDevices.remote;;Telekomanda
settings.connectedDevices.tvInput;;Input TV
settings.connectedDevices.voiceAssistants;;Asistentë Zanorë
settings.contentSettings;;Cilësimet e Përmbajtjes
settings.developerMode;;Mënyra e Zhvilluesit
settings.fallbackDeepLink;;Shko tek DeepLink Dinamik
settings.frequentlyAskedQuestions;;Pyetjet më të shpeshta
settings.frequentlyAskedQuestions.faqBrowser;;Merr përgjigje
settings.informations.abrProfile;;Profili aktual ABR
settings.informations.button.pvr;;Informacioni i diskut
settings.informations.buttons.nagra;;Nagra
settings.informations.buttons.nagraStv;;Nagra
settings.informations.buttons.pvr;;PVR
settings.informations.casingSerialNumber;;Numri Serial
settings.informations.casingSerialNumber.unavailable;;I padisponueshëm
settings.informations.channelNameDVBC;;Emri i kanalit kabllor
settings.informations.channelNameDVBIP;;Emri i kanalit
settings.informations.channelNameFTTH;;Emri i kanalit
settings.informations.diskConnectState;;Gjendja e lidhjes së diskut
settings.informations.diskConnectState.connected;;Lidhur
settings.informations.diskConnectState.disconnected;;Shkëputur
settings.informations.diskStatus;;Statusi i Diskut
settings.informations.diskStatus.notReady;;Nuk është gati
settings.informations.diskStatus.ready;;Gati
settings.informations.freq;;Frekuenca
settings.informations.hdcpVersion;;Versioni HDCP
settings.informations.imei;;IMEI
settings.informations.kdsn;;KDSN
settings.informations.lcn;;LCN
settings.informations.netflixEsn;;Netflix ESN
settings.informations.nid;;ID e rrjetit
settings.informations.onid;;ID origjinale e rrjetit
settings.informations.otaUpdateProgress;;Progresi i përditësimit OTA
settings.informations.ott;;OTT
settings.informations.packetLoss;;Humbja e të dhënave
settings.informations.sdkVersion;;Versioni SDK te Cilësimet
settings.informations.sid;;ID Shërbimi
settings.informations.signalQuality;;Cilësia
settings.informations.smartTvVersion;;Versioni STV
settings.informations.snr;;SNR
settings.informations.tsid;;Transport Stream ID
settings.informations.updateStatus.failed;;1%: Përditësimi dështoi
settings.informations.updateStatus.success;;Sukses
settings.informations.uri;;URI
settings.informations.wireless.quality;;Informacion i cilësimeve për cilësinë e Wi-Fi
settings.language.audioLanguage;;Gjuha audio
settings.language.systemLanguage;;Gjuha e sistemit
settings.language.systemLanguage.info;;Kur zgjidhet opsioni Auto, pajisja do të përdorë gjuhën e TV Smart si Gjuha e Sistemit të saj nëse pajisja nuk e ka këte gjuhë.
settings.languageAndAccessibility;;Gjuha dhe Aksesueshmëria
settings.languageAndAccessibility.audioLanguage;;Audio
settings.languageAndAccessibility.subtitlesPreference;;Preferenca e Titrave
settings.localRecordings;;Regjistrime Lokale
settings.localRecordings.error;;Pati një problem kur u mor informacioni nga disku
settings.localRecordings.reformatDisk.notification.helpMessage;;Të lutem ki parasysh që të gjitha regjistrimet lokale do të humbasin. <br/> Nuk mund ta kthesh mbrapsht këtë!
settings.localRecordings.reformatDisk.notification.offlineSubtitle;;Formatimi i diskut nuk mund të bëhet kur je jashtë linje
settings.localRecordings.reformatDisk.notification.offlineTitle;;Formatimi i diskut nuk mund të bëhet kur je jashtë linje
settings.localRecordings.reformatDisk.notification.title;;Për të riformatuar vendos PIN.
settings.logger;;Regjistruesi
settings.logger.loggerIp;;Pika përfundimtare e regjistrave
settings.logger.loggerModule;;Moduli i regjistruesit
settings.logger.loggerType;;Llojet e regjistrave
settings.loggerIp.description;;Regjistrat do të dërgohen në IP e mëposhtme me rregullat e mëposhtme në portën 8080
settings.loggerIp.subtitle;;Vendos IP tënde
settings.loggerIp.title;;IP e identifikuesit
settings.loggerModule.description;;Aktivizimi i modulit do të lejojë të kesh më shumë detaje mbi një modul specifik.<br/> Kjo mund të ketë si efekt anësor ngadalësimin e lundrimit
settings.loggerModule.subtitle;;Aktivizo regjistrin që të duhet
settings.loggerModule.title;;Aktivizim i modulit të regjistrit
settings.loggerType.description;;Ekzistojnë tre mundësi: - Shfletuesi: Ridrejtojeni atë te korrigjuesi i shfletuesit<br/> - Sagemcom MW: Dërgoni të gjitha regjistrat në MW (punon vetëm në STB),<br/> - Websocket: Ridrejtoni regjistrin tuaj përmes WebSocket në një IP që mund ta konfiguroni. <br/>Mbani parasysh se kjo mund të ketë si efekt anësor ngadalësimin e lundrimit
settings.loggerType.subtitle;;Zgjidh vendin ku do të gjesh regjistrin tënd
settings.loggerType.title;;Aktivizimi i regjistrit
settings.network.channelScan.pleaseWait;;Skanim kanalesh, prit pak...
settings.parentalControls.managePin;;Manaxhoni PIN
settings.parentalControls.options;;Vlerësimi i moshës
settings.parentalControls.purchasePin;;Blerjet
settings.powerSaving.autoStandbyTime.2h;;2 Orë
settings.powerSaving.autoStandbyTime.4h;;4 Orë
settings.powerSaving.autoStandbyTime.8h;;8 Orë
settings.powerSaving.quickBoot.description;;Nëse dëshiron të përdorësh Zërin ose të luash muzikë nga Bluetooth ose Spotify në standby, ky opsion duhet të jetë FIKUR. <br><br>Përndryshe do të jesh në gjendje ta bësh këtë vetëm për një kohë të shkurtër pasi të kesh fikur pajisjen.
settings.powerSaving.remoteBooking.description;;Nëse dëshiron të përdorësh më pak energji ndërsa je në Standby, parazgjidh kursimin e energjisë. Nuk do të mund të përdorësh veçori si rezervimi në distancë (rezervim nga celulari) dhe do të kesh gjithashtu një nisje më të ngadaltë.
settings.powerSaving.smartStandby.active;;Aktiv
settings.powerSaving.smartStandby.active.description;;Kur pajisja dhe TV-ja janë i fikur, ti mund të lidhesh me Bluetooth dhe të luash muzikë, përdorësh Spotify Connect dhe Kontrollin e zërit.
settings.powerSaving.smartStandby.energySaving;;Kursim energjie
settings.powerSaving.smartStandby.energySaving.description;;Nëse dëshiron të përdorësh më pak energji ndërsa je në Standby, zgjidh Kursim Energjie si parazgjedhje. Nuk do të jesh në gjendje të përdorësh veçoritë e Standby Aktive/Smart dhe do të kesh një fillim më të ngadaltë.
settings.powerSaving.smartStandby.smartStandby;;Në modalitetin Standby
settings.powerSaving.smartStandby.smartStandby.description;;Kur pajisja dhe TV-ja janë fikur, ti mund të lidhësh Bluetooth dhe të luash muzikë, përdorësh Spotify Connect dhe Kontrollin e zërit. <br/>Ky opsion i Standby lejon që të gjitha vecoritë kryesore të jenë të disponueshme kur të nevojiten më shumë dhe kursen energji midis orëve 1-6 të mëngjesit.
settings.privacy;;Privatësia
settings.privacy.consent;;Pëlqimi i Privatësisë Vodafone TV
settings.privacy.notice;;Njoftimi i Privatësisë Vodafone TV
settings.privacyDisclaimer;;Sqarim i privatësisë
settings.privacyDisclaimer.privacy;;Sqarim i deklaratës për Privatësinë e Vodafone TV
settings.privacyDisclaimerPageTitle;;Sqarimi i deklaratës për Privatësinë e Vodafone TV
settings.purchase.errorTurnOn;;Për të aktivizuar PIN-in e Blerjes, së pari duhet të aktivizohet PIN-i prindëror
settings.purchase.turnOff;;PIN i çaktivizuar
settings.purchase.turnOn;;PIN i aktivizuar
settings.purchase.turnedOff;;PIN i çaktivizuar
settings.purchase.turnedOn;;PIN i aktivizuar
settings.purchasePin;;PIN i blerjeve
settings.recommendations;;Rekomandime
settings.recommendations.off;;Fik
settings.recommendations.on;;Ndiz
settings.recording.padding.fifteen;;+15 min
settings.recording.padding.five;;+5 min
settings.recording.padding.ten;;+10 min
settings.recording.setPaddings.noPadding;;Pa mbushje
settings.recordings.automaticRecordings;;Regjistrime Automatike
settings.recordings.boxSpaceLow;;Tani ke kapacitet të ulët ruajtjeje
settings.recordings.buyMoreStorage;;Bli më shumë hapësirë për ruajtje
settings.recordings.buyStorage;;Bli Hapësire për ruajtje
settings.recordings.ejectDisk;;Nxirr Diskun
settings.recordings.filterContent;;Filtro Përmbajtjen
settings.recordings.manage;;Menaxho regjistrimet
settings.recordings.padding.none;;Pa rregullime
settings.recordings.recommendationsOptOut;;Rekomandime Opt-Out
settings.recordings.reformatDisk;;Riformato Diskun
settings.recordings.remoteBooking;;Rezervimi në distancë
settings.recordings.setPadding;;Vendos Rregullimin
settings.recordings.setPadding.description;;Shto rregullimin për fillimin dhe fundin e regjistrimeve të tua.
settings.recordings.setPadding.title;;Vendos Rregullimin
settings.recordings.subscribedChannels;;Shfaq kanalet e abonimit
settings.remote.buttons.back;;Pas
settings.remote.buttons.green;;E gjelbër
settings.remote.buttons.info;;Informacione për telekomandën
settings.remote.buttons.paired;;Lidhur
settings.remote.buttons.tv;;Kontrolli TV
settings.remote.buttons.unpaired;;Të shkëputur
settings.remote.buttons.voice;;Rreth Zërit
settings.remote.connectionType.BLE;;BLE
settings.remote.info.IRCodesTableDBVersion;;?
settings.remote.info.batteryLevelGood;;Mirë
settings.remote.info.batteryLevelLow;;E ulët
settings.remote.info.batteryStatus.button;;Statusi i Baterisë
settings.remote.info.batteryStatus.subtitle;;Statusi i Baterisë
settings.remote.info.bleConnection.button;;Lidhje Bluetooth
settings.remote.info.bluetooth;;Telekomanda po përdor Bluetooth për të kontrolluar pajisjen që nga 1% dhe është aktivizuar për Kontrollin e Zërit.<br><br>Shtyp dhe mbaj shtypur butonin e verdhë dhe butonin 3 për të shkëputur telekomandën nga lidhja.
settings.remote.info.buttons.firmware.button;;Firmware
settings.remote.info.connectivityStatus.button;;Statusi i lidhjes
settings.remote.info.connectivityStatus.subtitle;;Statusi i lidhjes
settings.remote.info.done.button;;U krye
settings.remote.info.firmware.button;;Firmware
settings.remote.info.firmware.subtitle;;Firmware
settings.remote.info.hardwareVersion;;Versioni i harduerit
settings.remote.info.infrared;;Telekomanda po përdor Rrezet Infra të kuqe për të kontrolluar pajisjen. 
settings.remote.info.lastDownloadDateFirmware;;Data e shkarkimit të fundit të firmware-it
settings.remote.info.macAddress;;Adresa RCU MAC:
settings.remote.info.manufacturingDate;;Data e prodhimit
settings.remote.info.productNumber;;Numri i produktit
settings.remote.info.radioFrequency;;Telekomanda po përdor Frekuencën Radio për të kontrolluar pajisjen që nga 1%.<br><br>Shtyp dhe mbaj shtypur butonin e verdhë dhe butonin 3 për të shkëputur telekomandën nga lidhja.
settings.remote.info.remoteSerialNumber;;Numri serial i telekomandës
settings.remote.info.remoteVersion.button;;Versioni i telekomandës
settings.remote.info.remoteVersion.subtitle;;Versioni i telekomandës
settings.remote.info.serialNumber.button;;Numri Serial
settings.remote.info.serialNumber.subtitle;;Numri Serial
settings.remote.info.softwareVersion;;Versioni i Softuerit
settings.remote.info.title;;Informacion për telekomandën
settings.remote.info.version;;Versioni
settings.remote.paired.descriptionBle;;Përdor Kontrollin Zanor duke shtypur butonin e Zërit në telekomandë. Gjithashtu nuk ka nevojë ta drejtosh atë drejt pajisjes për ta kontrolluar dhe mund të kontrollosh edhe TV (përzgjidh Kontroll TV).
settings.remote.paired.descriptionIrRf;;Telekomanda është tashmë e lidhur me Frekuencën Radio për performancë më të mirë. Nuk ka nevojë për ta drejtuar telekomandën te pajisja.
settings.remote.paired.subtitle;;Telekomanda e lidhur
settings.remote.remoteStatus;;Statusi i telekomandës
settings.remote.retry.descriptionBle;;Na vjen keq lidhja dështoi. Shtyp edhe njëherë butonin 3 dhe atë të verdhë për 5 sekonda për t'i lidhur.
settings.remote.retry.descriptionIrRf;;Na vjen keq lidhja dështoi. Shtyp edhe njëherë butonin 1 dhe atë të verdhë për 5 sekonda për t'i lidhur.
settings.remote.retry.subtitle;;Lidh Telekomandën
settings.remote.title;;Statusi i Telekomandës
settings.remote.tvControls;;Kontrollet e TV
settings.remote.unpaired.descriptionBle;;Lidh telekomandën me Bluetooth për të aktivizuar kontrollin e Zërit. Telekomanda nuk ka nevojë të drejtohet te pajisja dhe mund të kontrollojë edhe TV.<br><br>Për të lidhur, shtyp butonin 3 dhe atë të verdhë dhe mbaji për 5 sekonda shtypur.
settings.remote.unpaired.descriptionIrRf;;Lidh telekomandën me Frekuncën Radio për një performancë më të mirë dhe nuk ka nevojë për ta drejtuar te pajisja.<br><br>Për ta lidhur, shtyp butonin 1 dhe atë të verdhë dhe mbaje për 5 sekonda shtypur.
settings.remote.unpaired.subtitle;;Lidh Telekomandën
settings.remoteBooking.button.standbyOptions;;Opsionet e Standby
settings.remoteBooking.screen.text;;"Për të rezervuar regjistrimet në distancë (p.sh. nga pajisja celulare) cilësimet e Standby të pajisjes tënde duhet të jenë ""Aktive"".<br><br>Modalitetin e gatishmërisë mund ta vendosësh te Cilësimet e Pajisjes"
settings.remoteBooking.screen.title;;Rezervimi në distancë
settings.remoteControl;;Cilësimet e Telekomandës
settings.selfDiagnostics.button.internetConnection;;Lidhja e Internetit
settings.selfDiagnostics.button.localStorage;;Hapësira e ruajtjes lokale
settings.selfDiagnostics.button.networkConnection;;Lidhja e rrjetit
settings.selfDiagnostics.button.remote;;Telekomanda
settings.selfDiagnostics.button.softwareUpdates;;Përditësimet e Softuerit
settings.selfDiagnostics.button.tvChannels;;Kanalet TV
settings.selfDiagnostics.issuesTable.message.sdi01.01;;Pajisja nuk është e lidhur nëpërmjet LAN ose Wi-Fi. Kontrollo lidhjen me kabllin dhe verifiko cilësimet e lidhjes me rrjetin. 
settings.selfDiagnostics.issuesTable.message.sdi01.02;;Vodafone TV nuk arriti të gjejë një adresë të vlefshme IP. Kontrollo cilësimet IP dhe rivendos ruterin dhe pajisjen TV. 
settings.selfDiagnostics.issuesTable.message.sdi01.03;;Fuqia e lidhjes Wifi është e dobët. Lidhu duke përdorur kabllin LAN ose duke lëvizur ruterin wireless më pranë pajisjes Vodafone TV. 
