key;en-GROUP;it-IT-x-IT text
settings.cec.unpaired.description;;Associa il tuo telecomando al TV Box per accenderlo e regolare il volume.
settings.cec.unpaired.subtitle;;Associa il controllo del TV Box
settings.channelReordering.apply;;Applica
settings.channelReordering.confirm;;Conferma
settings.channelReordering.multiSelection;;Selezione multipla
settings.channelReordering.notification.channelAllSubHidden.description;;
settings.channelReordering.notification.channelAllSubHidden.title;;
settings.channelReordering.notification.channelHidden.description;;"Per vedere il canale vai su Canali Visibili in ""Impostazioni TV Box"" ed effettua la modifica."
settings.channelReordering.notification.channelHidden.title;;%1 (%2) è nascosto
settings.channelReordering.notification.channelHidden.titleForAll;;Tutti i canali sono nascosti
settings.channelReordering.notification.channelUnsubHidden.description;;La preferenza per mostrare/nascondere i canali non abbonati è stata aggiornata
settings.channelReordering.notification.channelUnsubHidden.title;;Clicca su mostra/nascondi i canali non abbonati
settings.channelReordering.notification.notSortable.description;;Il canale è stato spostato alla posizione %1
settings.channelReordering.notification.notSortable.title;;La posizione del canale %1 è protetta
settings.channelReordering.reset;;Reimposta l'ordine
settings.channelReordering.reset.popup.description;;Sei sicuro di voler reimpostare l'ordinamento dei tuoi canali personali alle impostazioni predefinite?
settings.channelReordering.reset.popup.title;;Reimposta l'ordinamento dei canali
settings.channelSorting.allChannels.selected;;Tutti i canali (%1 Selezionati)
settings.channelSorting.allChannels.unselected;;Tutti i canali
settings.channelSorting.description;;Per modificare l’ordine dei canali scorri la lista oppure digita il numero sul telecomando.<br><br> Seleziona il canale e spostalo nella posizione desiderata.
settings.channelSorting.description.batchSelection;;Sposta la selezione su/giù nella nuova posizione, oppure utilizza i tasti numerici del telecomando.<br><br> Premi OK per incollarla.
settings.channelSorting.description.editMode;;Sposta il canale Su/Giù nella nuova posizione o usa i tasti numerici sul tuo telecomando.<br><br> Premi OK per incollarlo.
settings.channelSorting.description.multiSelectionMode;;Puoi selezionare due o più canali e spostarli in blocco nella posizione desiderata.<br><br>
settings.channelSorting.subtitle.customisation;;Personalizzazione
settings.channelSorting.title;;Ordinamento canali
settings.channelVisibility.allChannels.visible;;Tutti i canali
settings.channelVisibility.confirm;;Conferma
settings.channelVisibility.description;;Per nascondere i canali indesiderati <br> scorri la lista oppure digita il numero sul telecomando.<br><br>Premi OK.
settings.channelVisibility.hideAllChannels;;Deve essere visibile almeno un canale.
settings.channelVisibility.hideUnsubscribedChannels;;Nascondi i canali non inclusi
settings.channelVisibility.showUnsubscribedChannels;;Mostra i canali non inclusi
settings.channelVisibility.subtitle;;Nascondi i canali
settings.channelVisibility.subtitle.customisation;;Personalizzazione
settings.channelVisibility.title;;Canali visibili
settings.cloudRecordings;;Registrazioni sul Cloud
settings.cloudsRecordings;;Registrazioni sul Cloud
settings.connectedDevices;;Device connessi
settings.connectedDevices.mobilePairing;;Mobile Apps
settings.connectedDevices.remote;;Telecomando
settings.connectedDevices.tvInput;;TV Input
settings.connectedDevices.voiceAssistants;;Assistente vocale
settings.contentSettings;;Impostazioni
settings.developerMode;;
settings.fallbackDeepLink;;Vai al deeplink
settings.frequentlyAskedQuestions;;Domande e risposte
settings.frequentlyAskedQuestions.faqBrowser;;Consulta
settings.informations.abrProfile;;
settings.informations.button.pvr;;
settings.informations.buttons.nagra;;DRM
settings.informations.buttons.nagraStv;;Nagra
settings.informations.buttons.pvr;;PVR
settings.informations.casingSerialNumber;;Serial Number
settings.informations.casingSerialNumber.unavailable;;Non disponibile
settings.informations.channelNameDVBC;;Nome canale
settings.informations.channelNameDVBIP;;Nome canale
settings.informations.channelNameFTTH;;Nome canale
settings.informations.diskConnectState;;Stato connessione disco
settings.informations.diskConnectState.connected;;Connesso
settings.informations.diskConnectState.disconnected;;Disconnesso
settings.informations.diskStatus;;Stato del disco
settings.informations.diskStatus.notReady;;Non pronto
settings.informations.diskStatus.ready;;Pronto
settings.informations.freq;;Frequenza
settings.informations.hdcpVersion;;Versione HDCP
settings.informations.imei;;IMEI
settings.informations.kdsn;;KDSN
settings.informations.lcn;;Numerazione canali lineari
settings.informations.netflixEsn;;Netflix ESN
settings.informations.nid;;Network ID
settings.informations.onid;;Original Network ID
settings.informations.otaUpdateProgress;;Stato di avanzamento dell'aggiornamento
settings.informations.ott;;
settings.informations.packetLoss;;Perdita pacchetti
settings.informations.sdkVersion;;
settings.informations.sid;;Service ID
settings.informations.signalQuality;;Qualità
settings.informations.smartTvVersion;;Versione Smart TV
settings.informations.snr;;SNR
settings.informations.tsid;;Transport Stream ID
settings.informations.updateStatus.failed;;Fallito. Codice %1.
settings.informations.updateStatus.success;;Ok
settings.informations.uri;;URI
settings.informations.wireless.quality;;
settings.language.audioLanguage;;Lingua audio
settings.language.systemLanguage;;Lingua di sistema
settings.language.systemLanguage.info;;
settings.languageAndAccessibility;;Lingua & Accessibilità
settings.languageAndAccessibility.audioLanguage;;Audio
settings.languageAndAccessibility.subtitlesPreference;;Preferenza sottotitoli
settings.localRecordings;;Registrazioni locali
settings.localRecordings.error;;Errore durante il recupero delle informazioni dal disco
settings.localRecordings.reformatDisk.notification.helpMessage;;Attenzione, tutte le registrazioni andranno perse. <br/> Non potrai annullare il procedimento.
settings.localRecordings.reformatDisk.notification.offlineSubtitle;;settings.localRecordings.reformatDisk.notification.offlineSubtitle
settings.localRecordings.reformatDisk.notification.offlineTitle;;settings.localRecordings.reformatDisk.notification.offlineTitle
settings.localRecordings.reformatDisk.notification.title;;Inserisci il PIN per resettare
settings.logger;;
settings.logger.loggerIp;;
settings.logger.loggerModule;;
settings.logger.loggerType;;
settings.loggerIp.description;;
settings.loggerIp.subtitle;;Inserisci il tuo IP
settings.loggerIp.title;;
settings.loggerModule.description;;
settings.loggerModule.subtitle;;
settings.loggerModule.title;;
settings.loggerType.description;;
settings.loggerType.subtitle;;
settings.loggerType.title;;
settings.network.channelScan.pleaseWait;;Scansione canali, attendi...
settings.parentalControls.managePin;;Gestisci PIN
settings.parentalControls.options;;Age Rating
settings.parentalControls.purchasePin;;Acquisti
settings.powerSaving.autoStandbyTime.2h;;2 ore
settings.powerSaving.autoStandbyTime.4h;;4 ore
settings.powerSaving.autoStandbyTime.8h;;8 ore
settings.powerSaving.quickBoot.description;;
settings.powerSaving.remoteBooking.description;;
settings.powerSaving.smartStandby.active;;Attiva
settings.powerSaving.smartStandby.active.description;;
settings.powerSaving.smartStandby.energySaving;;Risparmio energetico
settings.powerSaving.smartStandby.energySaving.description;;
settings.powerSaving.smartStandby.smartStandby;;Standby intelligente
settings.powerSaving.smartStandby.smartStandby.description;;
settings.privacy;;Privacy
settings.privacy.consent;;Consenso privacy
settings.privacy.notice;;Informativa Privacy
settings.privacyDisclaimer;;Liberatoria privacy
settings.privacyDisclaimer.privacy;;Vodafone TV liberatoria privacy
settings.privacyDisclaimerPageTitle;;Vodafone TV liberatoria privacy
settings.purchase.errorTurnOn;;Per attivare il PIN Acquisti devi prima attivare il PIN Protezione Bambino
settings.purchase.turnOff;;Disattiva PIN
settings.purchase.turnOn;;Attiva PIN
settings.purchase.turnedOff;;PIN disattivo
settings.purchase.turnedOn;;PIN attivo
settings.purchasePin;;PIN di acquisto
settings.recommendations;;Motore di raccomandazione
settings.recommendations.off;;Disabilita
settings.recommendations.on;;Abilita
settings.recording.padding.fifteen;;+15 min
settings.recording.padding.five;;+5 min
settings.recording.padding.ten;;+10 min
settings.recording.setPaddings.noPadding;;Nessun Buffer
settings.recordings.automaticRecordings;;Registrazioni automatiche
settings.recordings.boxSpaceLow;;Hai quasi esaurito lo spazio di archiviazione
settings.recordings.buyMoreStorage;;Acquista più spazio di archiviazione
settings.recordings.buyStorage;;Acquista spazio di archiviazione
settings.recordings.ejectDisk;;Rimuovi disco
settings.recordings.filterContent;;Filtro contenuto
settings.recordings.manage;;Gestisci le registrazioni
settings.recordings.padding.none;;Buffer registrazione pre e post evento non attiva
settings.recordings.recommendationsOptOut;;Disattiva suggerimenti
settings.recordings.reformatDisk;;Ri-formatta il disco
settings.recordings.remoteBooking;;
settings.recordings.setPadding;;Imposta Buffer
settings.recordings.setPadding.description;;Aggiungi Buffer all'inizio e alla fine delle tue registrazioni.
settings.recordings.setPadding.title;;Imposta Buffer
settings.recordings.subscribedChannels;;Mostra canali
settings.remote.buttons.back;;Indietro
settings.remote.buttons.green;;Verde
settings.remote.buttons.info;;Informazioni telecomando
settings.remote.buttons.paired;;Associato
settings.remote.buttons.tv;;Controllo TV
settings.remote.buttons.unpaired;;Non associato
settings.remote.buttons.voice;;Informazioni sul controllo vocale
settings.remote.connectionType.BLE;;BLE
settings.remote.info.IRCodesTableDBVersion;;?
settings.remote.info.batteryLevelGood;;Buono
settings.remote.info.batteryLevelLow;;Basso
settings.remote.info.batteryStatus.button;;Livello batterie
settings.remote.info.batteryStatus.subtitle;;Livello della batteria
settings.remote.info.bleConnection.button;;Connessione Bluetooth
settings.remote.info.bluetooth;;Il tuo telecomando utilizza il Bluetooth per controllare il TV Box da %1 ed è abilitato al controllo vocale.<br><br>Tieni premuti i tasti giallo e 3 per disassociare il telecomando.
settings.remote.info.buttons.firmware.button;;Firmware
settings.remote.info.connectivityStatus.button;;Stato connessione
settings.remote.info.connectivityStatus.subtitle;;Informazioni connettività
settings.remote.info.done.button;;Fatto
settings.remote.info.firmware.button;;Firmware
settings.remote.info.firmware.subtitle;;Firmware
settings.remote.info.hardwareVersion;;Versione hardware
settings.remote.info.infrared;;Il telecomando sta utilizzando gli infrarossi per controllo il TV Box 
settings.remote.info.lastDownloadDateFirmware;;Ultimo download del firmware
settings.remote.info.macAddress;;
settings.remote.info.manufacturingDate;;Data di produzione
settings.remote.info.productNumber;;Prodotto numero
settings.remote.info.radioFrequency;;Il telecomando sta utilizzando le frequenze radio per controllare il TV Box da %1.<br><br>Tieni premuti i tasti 'Giallo' e 3 per disassociare il telecomando.
settings.remote.info.remoteSerialNumber;;Numero seriale telecomando
settings.remote.info.remoteVersion.button;;Versione telecomando
settings.remote.info.remoteVersion.subtitle;;Versione telecomando
settings.remote.info.serialNumber.button;;Numero seriale
settings.remote.info.serialNumber.subtitle;;Seriale
settings.remote.info.softwareVersion;;Versione software
settings.remote.info.title;;Info telecomando
settings.remote.info.version;;Versione
settings.remote.paired.descriptionBle;;Puoi iniziare ad usare il controllo vocale tenendo premuto il bottone microfono sul tuo telecomando (non avrai più bisogno di puntarlo al tuo TV Box).
settings.remote.paired.descriptionIrRf;;Il tuo telecomando è ora associato alle frequenze radio e non dovrai più puntarlo al tuo TV Box.
settings.remote.paired.subtitle;;Associa il telecomando
settings.remote.remoteStatus;;Stato telecomando
settings.remote.retry.descriptionBle;;Associazione non andata a buon fine. Riprova tenendo premuti per almeno 5 secondi i tasti 3 e 'Giallo' insieme.
settings.remote.retry.descriptionIrRf;;Associazione non andata a buon fine. Riprova tenendo premuti per almeno 5 secondi i tasti 1 e giallo insieme.
settings.remote.retry.subtitle;;Associa il telecomando
settings.remote.title;;Associazione telecomando
settings.remote.tvControls;;Controllo TV Box
settings.remote.unpaired.descriptionBle;;Associa il tuo telecomando al Bluetooth per avere il controllo vocale attivo. Potrai utilizzare il telecomando senza essere di fronte al tuo TV Box.<br><br>Per associarlo tieni premuti i tasti 3 e giallo per almeno 5 secondi.
settings.remote.unpaired.descriptionIrRf;;Associa il tuo telecomando con le frequenze radio per avere migliori prestazioni e non doverlo puntare al tuo televisore.<br><br>Per associare tieni premuti per almeno 5 secondi i tasti 1 e giallo insieme.
settings.remote.unpaired.subtitle;;Associa il telecomando
settings.remoteBooking.button.standbyOptions;;
settings.remoteBooking.screen.text;;
settings.remoteBooking.screen.title;;
settings.remoteControl;;Impostazioni telecomando
settings.selfDiagnostics.button.internetConnection;;Connessione Internet
settings.selfDiagnostics.button.localStorage;;Memoria locale
settings.selfDiagnostics.button.networkConnection;;Connessione Internet
settings.selfDiagnostics.button.remote;;Telecomando
settings.selfDiagnostics.button.softwareUpdates;;Aggiornamenti software
settings.selfDiagnostics.button.tvChannels;;Canali TV
settings.selfDiagnostics.issuesTable.message.sdi01.01;;Il tuo dispositivo non è collegato tramite Ethernet o Wi-Fi. Controlla la connessione e verificare le impostazioni di connessione di rete. 
settings.selfDiagnostics.issuesTable.message.sdi01.02;;Vodafone TV non è grado di rilevare un indirizzo IP valido. Verifica le impostazioni IP e prova a scollegare Vodafone TV dalla corrente per alcuni secondi. 
settings.selfDiagnostics.issuesTable.message.sdi01.03;;La potenza del segnale Wi-Fi è debole. Prova a collegare Vodafone TV Box tramite cavo Ethernet. Per un supporto sulla connessione vai su voda.it/vtvhelp 
settings.selfDiagnostics.issuesTable.message.sdi02.01;;Vodafone TV non risulta essere connessa alla rete internet in questo momento.<br />.Prova a scollegare il cavo di alimentazione dal Vodafone TV Box, aspetta 5-10 secondi e ricollegalo alla presa.<br />Successivamente verifica che il tuo Vodafone TV Box sia correttamente connesso ad internet accedendo dal menu principale del tuo TV Box a Impostazioni / Altre Configurazioni / Connessione internet. In questo caso il bottone della tua rete dovrà essere colorato di verde.<br />Se il problema persiste vai su voda.it/vtvhelp
settings.selfDiagnostics.issuesTable.message.sdi02.02;;Impossibile connettersi ad internet.<br />Verifica il funzionamento di altri dispositivi connessi alla stessa rete.<br />Se il problema è relativo solo a Vodafone TV, prova a scollegare il cavo di alimentazione da Vodafone TV Box, aspetta 5-10 secondi e ricollegalo alla presa.<br />Successivamente verifica che il tuo Vodafone TV Box sia correttamente connesso ad internet accedendo dal menu principale del tuo TV Box a Impostazioni / Altre Configurazioni / Connessione internet. In questo caso il bottone della tua rete dovrà essere colorato di verde.<br />Se il problema persiste vai su voda.it/vtvhelp 
settings.selfDiagnostics.issuesTable.message.sdi03.01;;Cavo antenna non collegato. Prova a ricollegare l'antenna TV a Vodafone TV Box. 
settings.selfDiagnostics.issuesTable.message.sdi03.02;;Ricezione segnale Digitale Terrestre di bassa qualità. Prova a scollegare e ricollegare l'antenna TV a Vodafone TV Box. Verifica inoltre che il cavo antenna utilizzato per il Vodafone TV Box funzioni con il televisore normale. Se il problema persiste vai su voda.it/vtvhelp 
settings.selfDiagnostics.issuesTable.message.sdi03.03;;Ricezione canali in streaming di bassa qualità (a causa di un problema con la connessione internet). Vai su voda.it/vtvhelp 
settings.selfDiagnostics.issuesTable.message.sdi04.01;;Le batterie del tuo telecomando sono quasi esaurite, sostituiscile al più presto. 
settings.selfDiagnostics.issuesTable.message.sdi04.02;;Associando il telecomando a Vodafone TV non avrai più bisogno di puntarlo direttamente verso il tuo Vodafone TV Box per scegliere il programma che ti interessa.<br />Associalo subito entrando in Impostazioni/Altre configurazioni/Telecomando/Associa telecomando.
settings.selfDiagnostics.issuesTable.message.sdi05.01;;È disponibile un nuovo aggiornamento. Aggiorna subito Vodafone TV Box per accedere alle ultime novità. 
settings.selfDiagnostics.issuesTable.message.sdi06.01;;Impossibile utilizzare la funzionalità Pausa a causa di un problema sulla memoria locale. <br/>Spegni e riaccendi il tuo Vodafone TV Box. Se il problema persiste vai su voda.it/vtvsupporto
settings.selfDiagnostics.issuesTable.title.sdi01.01;;Nessuna connessione disponibile
settings.selfDiagnostics.issuesTable.title.sdi01.02;;Nessun indirizzo IP
settings.selfDiagnostics.issuesTable.title.sdi01.03;;Scarsa Potenza di segnale Wi-Fi
settings.selfDiagnostics.issuesTable.title.sdi02.01;;Impossibile connettersi a internet
settings.selfDiagnostics.issuesTable.title.sdi02.02;;Impossibile connettersi a internet
settings.selfDiagnostics.issuesTable.title.sdi03.01;;Cavo antenna non collegato
settings.selfDiagnostics.issuesTable.title.sdi03.02;;Ricezione segnale Digitale Terrestre di bassa qualità
settings.selfDiagnostics.issuesTable.title.sdi03.03;;Ricezione canali in streaming di bassa qualità
settings.selfDiagnostics.issuesTable.title.sdi04.01;;Livello basso delle batterie del tuo telecomando
settings.selfDiagnostics.issuesTable.title.sdi04.02;;Associa il telecomando a Vodafone TV
settings.selfDiagnostics.issuesTable.title.sdi05.01;;Aggiornamenti disponibili
settings.selfDiagnostics.issuesTable.title.sdi06.01;;Impossibile accedere alla memoria locale
settings.selfDiagnostics.noErrors;;Nessun problema rilevato con Vodafone TV
settings.serviceSettings;;Impostazioni servizio
settings.showBackgroundProcess.hide;;
settings.showBackgroundProcess.show;;Show
settings.soundAndVideo;;
settings.subscriptionFiltering.allAppsHidden;;Tutti i provider sono disabilitati
settings.subscriptionFiltering.appsHidden;;%1 di applicazioni nascoste
settings.subscriptionFiltering.description;;Puoi decidere quali Apps mostrare o nascondere selezionandole dalla lista dei providers.
settings.subscriptionFiltering.title;;Filtro applicazioni
settings.systemConfigurations.bluetooth.deviceList.title;;Dispositivi disponibili
settings.systemConfigurations.bluetooth.devicePairedList.title;;Dispositivi associati
settings.systemConfigurations.developerMode;;
settings.systemConfigurations.epgStbCacheStatus;;Stato cache della Guida TV
settings.systemConfigurations.epgUiCacheStatus;;Stato cache della Guida TV
settings.systemConfigurations.lastActiveStandby;;
settings.systemConfigurations.lastBoots;;Ultimo riavvio
settings.systemConfigurations.lastFullMaintenance;;
settings.systemConfigurations.lastLoginDate;;Ultimo accesso
settings.systemConfigurations.lastMaintenance;;Ultima manutenzione
settings.systemConfigurations.lastMaintenanceReboot;;Ultimo riavvio
settings.systemConfigurations.lastTechnicalDiagUpdate;;
settings.systemConfigurations.maintenanceTimeoutEvents;;Maintenance timeout MW events
settings.systemConfigurations.mobilePairing;;Associazione device mobile
settings.systemConfigurations.mobilePairing.concurrentPairingDenied;;Non puoi associare più di un device per volta
settings.systemConfigurations.mobilePairing.description;;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
settings.systemConfigurations.mobilePairing.deviceList.title;;Device disponibili
settings.systemConfigurations.mobilePairing.failed;;Fallito
settings.systemConfigurations.mobilePairing.failure;;Impossibile associare il tuo device mobile. Riprova.
settings.systemConfigurations.mobilePairing.paired;;Associato
settings.systemConfigurations.mobilePairing.pairingError;;Errore nell'associazione
settings.systemConfigurations.mobilePairing.pairingFailed;;Associazione del device fallita. Ti chiediamo di riprovare.
settings.systemConfigurations.mobilePairing.pairingInProgress;;Associazione in corso
settings.systemConfigurations.mobilePairing.pairingSuccessful;;Il tuo device è correttamente associato
settings.systemConfigurations.mobilePairing.pinEntryHelpMessage;;Inserisci il PIN per verificare il tuo device
settings.systemConfigurations.mobilePairing.qrCodeMode.description;;Per associare il tuo smartphone, scannerizza questo  QR-Code
settings.systemConfigurations.mobilePairing.qrCodeMode.subtitle;;Scannerizza QR Code
settings.systemConfigurations.mobilePairing.readyToPair;;Device disponibili per l'associazione
settings.systemConfigurations.mobilePairing.showQrCode;;Mostra QR Code
settings.systemConfigurations.mobilePairing.subtitle;;Connessione dispositivi
settings.systemConfigurations.mobilePairing.title;;Associazione dispositivi mobili
settings.systemConfigurations.networkAndPlayerLogs;;Log relativi alla rete e al player
settings.systemConfigurations.networkLogsTitle;;Log di rete
settings.systemConfigurations.noMaintenanceDone;;Nessuna attività di manutenzione effettuata
settings.systemConfigurations.noMaintenanceTimeout;;No maintenance timeout
settings.systemConfigurations.playerLogsTitle;;Log del player
settings.systemConfigurations.refreshCacheStatus;;Aggiorna cache
settings.systemConfigurations.selfDiagnostics;;Auto diagnostica
settings.systemConfigurations.soundBox;;Assistente voice
settings.systemConfigurations.soundBox.description;;Se non vuoi più utilizzare il controllo vocale extra, puoi disconnettere questo dispositivo dal tuo TV Box.
settings.systemConfigurations.soundBox.deviceList.title;;Device disponibili
settings.systemConfigurations.soundBox.disconnectDevice;;Disconnetti
settings.systemConfigurations.soundBox.hideAlexaCards;;Nascondi Alexa cards
settings.systemConfigurations.soundBox.showAlexaCards;;Mostra Alexa cards
settings.systemConfigurations.soundBox.title;;Assistente vocale
settings.systemConfigurations.soundbox.audioOutput;;Uscita audio
settings.systemConfigurations.soundbox.audioOutput.checkOptical;;
settings.systemConfigurations.soundbox.audioOutput.off;;SPENTO
settings.systemConfigurations.soundbox.audioOutput.off.selected;;Premi OK per spegnere.
settings.systemConfigurations.soundbox.audioOutput.spdifstb;;TV Box
settings.systemConfigurations.soundbox.audioOutput.spdifstb.selected;;Premi OK per connettere la tua Soundbox come periferica esterna del tuo TV Box.
settings.systemConfigurations.soundbox.audioOutput.spdiftv;;TV
settings.systemConfigurations.soundbox.audioOutput.spdiftv.selected;;Premi OK per connettere la tua Soundbox come periferica esterna del tuo televisore.
settings.systemConfigurations.soundbox.audioOutput.turnedOff;;Spento
settings.systemConfigurations.soundbox.audioOutput.turnedOn;;Acceso
settings.systemConfigurations.status.downloading;;In download...
settings.systemConfigurations.status.failed;;Fallito
settings.systemConfigurations.status.finished;;Terminato
settings.systemConfigurations.status.ok;;OK
settings.systemConfigurations.status.ongoing;;In corso...
settings.systemConfigurations.subscriptionFiltering;;Filtro sottoscrizioni
settings.systemConfigurations.technicalDiagnostics;;Diagnostica tecnica
settings.systemConfigurations.technicalDiagnostics.auth;;Autenticazione
settings.systemConfigurations.technicalDiagnostics.authNrefresh;;Aggiornamento del token AuthN
settings.systemConfigurations.technicalDiagnostics.checkUpdate;;Controllo aggiornamenti
settings.systemConfigurations.technicalDiagnostics.epg;;Aggiornamento Guida TV
settings.systemConfigurations.technicalDiagnostics.licencesRefresh;;Aggiornamento licenza
settings.systemConfigurations.technicalDiagnostics.localMaintenance;;Manutenzione locale
settings.systemConfigurations.technicalDiagnostics.nagraCheckMaintenance;;Nagra verifica manutenzione
settings.systemConfigurations.technicalDiagnostics.nagraSSPCheckMaintenance;;Nagra SSP check maintenance
settings.systemConfigurations.technicalDiagnostics.newMaintenance;;
settings.systemConfigurations.technicalDiagnostics.no_save_home_mcast_stats;;
settings.systemConfigurations.technicalDiagnostics.noscan;;Scansione non necessaria
settings.systemConfigurations.technicalDiagnostics.noupdate;;Nessun aggiornamento necessario
settings.systemConfigurations.technicalDiagnostics.oldMaintenance;;
settings.systemConfigurations.technicalDiagnostics.restart;;Riavvia Vodafone TV Box
settings.systemConfigurations.technicalDiagnostics.save_home_mcast_stats;;
settings.systemConfigurations.technicalDiagnostics.scan;;Scansione
settings.systemConfigurations.technicalDiagnostics.scanStart;;Scan start
settings.systemConfigurations.technicalDiagnostics.sendTechnical;;Invia informazioni tecniche
settings.systemConfigurations.technicalDiagnostics.subtitle;;Ultima attività di manutenzione
settings.systemConfigurations.technicalDiagnostics.update;;Aggiornamento Vodafone TV Box
settings.systemConfigurations.technicalOverlay;;Technical Overlay
settings.technicalOverlay;;Technical Overlay
settings.technicalOverlay.disable;;Disabilita
settings.technicalOverlay.enable;;Abilita
settings.tvBoxSettings;;Impostazioni TV Box
settings.tvChannels.currentlyFound.cable;;""
settings.tvChannels.currentlyFound.ftth;;Abbiamo trovato: <div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Canali in streaming<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyHave.cable;;""
settings.tvChannels.currentlyHave.ftth;;Canali disponibili: <div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Canali in streaming<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.showDttChannels;;Mostra i canali del digitale terrestre
settings.tvChannels.weFound.cable;;""
settings.tvChannels.weFound.ftth;;Abbiamo trovato: <div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Canali in streaming<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvInput.auto;;Auto
settings.tvInput.auto.description;;Scegli questa opzione per abilitare automaticamente il telecomando del tuo TV Box a controllare l’accensione, lo spegnimento e il volume del tuo televisore insieme al TV Box. Attenzione, alcuni TV non supportano questa funzionalità.
settings.tvInput.config.power;;Power
settings.tvInput.config.power.description;;Scegli questa opzione per controllare lo stand-by del tuo televisore insieme al tuo box tramite il pulsante di accensione del telecomando.
settings.tvInput.config.volume;;Volume
settings.tvInput.config.volume.description;;Scegli questa opzione per controllare il volume del tuo televisore utilizzando il telecomando della Vodafone TV.
settings.tvInput.deviceList;;Lista device
settings.tvInput.deviceList.availableDeviceList.description;;Potrai controllare con il telecomando del Vodafone TV Box tutti i device connessi tramite HDMI.
settings.tvInput.deviceList.availableDeviceList.title;;Lista device
settings.tvInput.deviceList.description;;Qui puoi vedere quali device puoi controllare direttamente con il telecomando della Vodafone TV.
settings.tvInput.deviceList.unavailableDeviceList.description;;Per vedere i device connessi tramite HDMI e poterli controllare direttamente con il telecomando della Vodafone TV, abilita l'opzione Auto o Manuale.
settings.tvInput.deviceList.vodafoneDevice;;TV Box
settings.tvInput.manual;;Manuale
settings.tvInput.manual.cecSettings;;Impostazioni CEC
settings.tvInput.manual.description;;Scegli questa opzione per decidere se abilitare il telecomando del tuo TV Box a controllare solo l’accensione e lo spegnimento oppure anche il volume del tuo televisore insieme al TV Box. Attenzione, alcuni TV non supportano questa funzionalità.
settings.tvInput.off;;Spento
settings.tvInput.off.description;;Disabilita la funzione di accensione, spegnimento e controllo volume del tuo TV tramite telecomando del TV Box.
settings.tvInput.userOff;;Disattivato
settings.uiVersionOverlay;;
settings.uiVersionOverlay.hide;;Nascondi
settings.uiVersionOverlay.show;;Show
settings.visualScrubberStatus;;
settings.visualScrubberStatus.disable;;Disabilita
settings.visualScrubberStatus.enable;;Abilita
settings.voice.channel_change.default.answer;;
settings.voice.channel_change.default.question;;Cambia canale
settings.voice.navigate.default.answer;;Esplora la risposta
settings.voice.navigate.default.question;;Esplora 
settings.voice.search.default.answer;;Puoi utilizzare la voce per controllare la tua Vodafone TV. Per attivare il controllo vocale premi il tasto Voce sul tuo telecomando
settings.voice.search.default.question;;Cerca
settings.voice.title;;Controllo vocale
settings.voice.voiceTopics;;Controllo vocale
settings.voiceAssistants;;Assistenti Vocali
settings.warning.popup.recommendationsOptOut;;Non accettando l'abilitazione del motore di raccomandazione, alcune funzionalita' non saranno attive sul tuo TV Box e non potrai godere della migliore esperienza della Vodafone TV. Sei sicuro di voler procedere o vuoi tornare indietro alle impostazioni e cambiare la selezione?
shopInShop.disclaimer.title;;Note legali
smartTV.firstInstall.buttons.clear;;Cancella
smartTV.firstInstall.buttons.signin;;Sign in
smartTV.firstInstall.buttons.whatsnew;;Cosa c'è di nuovo?
smartTV.firstInstall.incompatibleDeviceErrorScreen.title;;
smartTV.firstInstall.login.error.description;;Riprova <br/> o contatta il servizio clienti al numero 0284594650.
smartTV.firstInstall.login.error.title;;Errore
smartTV.firstInstall.login.error.tooManyDevices.description;;Errore: troppi devices associati
smartTV.firstInstall.login.error.tvAlreadyPaired.description;;TV già associata
smartTV.firstInstall.login.fail.description;;
smartTV.firstInstall.login.fail.title;;
smartTV.firstInstall.login.nativeInput.placeholder;;Premi OK per accedere
smartTV.firstInstall.login.nativePassword.title;;Inserisci la tua password
smartTV.firstInstall.login.nativeUsername.title;;Inserisci il tuo username
smartTV.firstInstall.login.password.description;;Descrizione
smartTV.firstInstall.login.password.title;;Password
smartTV.firstInstall.login.success.description;;
smartTV.firstInstall.login.success.title;;
smartTV.firstInstall.login.udid;;
smartTV.firstInstall.login.username.description;;Accedi se hai gia' un account.
smartTV.firstInstall.login.username.placeholder;;Inserisci il tuo username
smartTV.firstInstall.login.username.title;;Username
smartTV.firstInstall.login.welcome.description;;
smartTV.firstInstall.login.welcome.title;;Benvenuto su Vodafone TV
smartTV.mainMenu.watchTV;;Guarda la TV
smartTV.popups.exit.message;;Sei sicuro di voler uscire?
smartTV.popups.exit.title;;Stai per uscire da Vodafone TV
