key;en-GROUP;de-DE-x-DE text
notification.voiceAction.notPossible;;Die Ausführung Deiner Spracheingabe ist nicht möglich
notification.voiceAction.notSupportedInKids;;Das ist leider nicht im Kids TV möglich.
notification.voiceAction.voiceASRFailure;;Deine Anfrage konnte nicht bearbeitet werden. Versuche es bitte erneut
notification.voiceAction.voiceToSearch;;Mit Sprachsteuerung suchen
notifications.privacy.fail.title;;Die Datenschutz- und die Einwilligungserklärung sind nicht verfügbar
optIn;;Jetzt aktivieren
pin.consecutiveDigitsError.popup.text;;Vier gleiche Zahlen (z.B. 2222) sind nicht möglich.<br>Wähle bitte eine andere Zahlenkombination
pin.consecutiveDigitsError.popup.title;;Diese Zahlenkombination ist leider nicht möglich<br><br>
pin.lockedPin.notification.description;;Versuche es bitte nochmal in %1
pin.lockedPin.notification.title;;PIN-Eingabe ist gesperrt
pin.lockedPin.popup.text;;Die PIN wurde 3 mal hintereinander falsch eingegeben<br>Du kannst es nochmal in %1 versuchen
pin.lockedPin.popup.title;;Die PIN-Eingabe ist gesperrt für die nächsten %1<br><br>
pinEntry.adultPin;;PIN eingeben
pinEntry.purchasePinCode;;PIN eingeben
player.endOfBuffer.description;;Das ist der Anfang der Automatischen Aufnahme.
player.endOfBuffer.title;;Die Pufferzeit des Streams wurde leider überschritten
player.feedback.remaining;;Verbleiben
player.notification.cantRecoverMedia.description;;
player.notification.cantRecoverMedia.title;;
popup.gdpr.app.disagree;;
popups.buttons.continueWithoutRebooting;;Weiter ohne Sender
popups.buttons.rebootStb;;Box neu starten
popups.cecStandBy.message;;Deine GigaTV Box schaltet nun in den Stand-By
popups.deepLinkError.button;;OK
popups.deepLinkError.message;;Es ist ein Fehler aufgetreten. Bitte versuche es später erneut!
popups.deepLinkError.title;;Etwas ist schief gegangen.
popups.emptyChannelList.description;;Wähle bitte 'Box neu starten' und drücke OK, um das Problem sofort zu beheben. <br> Sonst wähle 'Weiter ohne Sender' und löse das Problem später, indem Du die Box kurz vom Strom trennst und dann neu startest
popups.emptyChannelList.title;;Wir konnten Deine Senderliste nicht vollständig abrufen
popups.error.folderWithIncorrectApp;;Fehler: Der Ordner beinhaltet eine falsche App
popups.howToSubscribe;;Du willst noch mehr Sendervielfalt? Buche mit GigaTV jetzt Dein passendes TV-Paket hinzu unter vodafone.de/tv-optionen oder telefonisch unter: 0800-6808016
popups.networkValidation.buttons.retry;;Erneut versuchen
popups.networkValidation.misc;;Fehler (Fehlermeldung: %1)
popups.networkValidation.title;;Netzwerk-Zugriff fehlgeschlagen
popups.noInternetConnection.button;;Einstellungen öffnen
popups.noInternetConnection.message;;Überprüfe bitte alle Kabelanschlüsse und die Interneteinstellungen. Wenn das Problem weiterhin besteht, kontaktiere den technischen Kundendienst.
popups.noInternetConnection.title;;Es wurde keine Internetverbindung gefunden
popups.notEnoughBandwidth.buttons.retry;;Nochmal
popups.notEnoughBandwidth.message;;Um dieses Problem zu beheben, wähle 'Erneut versuchen' und überprüfe Deinen Router, positioniere ihn näher an Deine GigaTV Box oder entferne etwaige Gegenstände um Deine GigaTV Box. Falls das Problem weiterhin besteht, wende Dich bitte an unseren Kunden-Service
popups.notEnoughBandwidth.title;;Es gab ein Problem mit der WLAN Bandbreite.
popups.powerSaving.buttons.closeThirdAppsAndAdjust;;Schließen und Auto Standby anpassen
popups.speedTest.misc;;Der Speedtest läuft gerade. Willst Du den Test abbrechen?
popups.subscriptionFiltering.buttons.cancel;;Nein
popups.subscriptionFiltering.buttons.showApp;;Zeige %1
popups.subscriptionFiltering.message;;%1 in der Videothek und den Suchergebnissen anzeigen?
popups.subscriptionFiltering.title;;Wir hoffen Du hattest Freude mit dieser App
popups.update.failed;;Error %1: Softwareaktualisierung fehlgeschlagen.
popups.update.success;;Die Softwareaktualisierung ist erfolgreich abgeschlossen.
programInfo.actionButtons.confirm;;Jetzt kostenpflichtig leihen
programInfo.actionButtons.from;;Ab
programInfo.actionButtons.listen;;Anhören
programInfo.actionButtons.noFolderSubscribe;;Abonnieren
programInfo.actionButtons.own;;Kaufen
programInfo.actionButtons.ownAsPPVLabel;;Kaufe %1
programInfo.actionButtons.ownLabel;;%1 kaufen
programInfo.actionButtons.rentAsPPVLabel;;Leihe %1
programInfo.actionButtons.restartLiveOn;;Neu starten auf
programInfo.actionButtons.resume;;Fortsetzen
programInfo.actionButtons.subscribeLabel;;Abonnieren
programInfo.actionButtons.subscribePrice;;%1 abonnieren
programInfo.actionButtons.subscribeSelfcare;;Abonnieren
programInfo.actionButtons.subscribedLabel;;Abonniert
programInfo.actionButtons.trailers;;Trailer
programInfo.actionButtons.watchBundle;;Alle ansehen
programInfo.actionButtons.watchBundleIn;;All in %1 ansehen
programInfo.actionButtons.watchCatchupOn;;In der Mediathek ansehen am
programInfo.actionButtons.watchLiveOn;;Jetzt auf
programInfo.actionButtons.watchOn;;Hier klicken für 
programInfo.actionButtons.watchSubscriptionOn;;Ansehen in %1
programInfo.actors.label;;Schauspieler
programInfo.badging.availableToRent;;Zum Ausleihen
programInfo.badging.availableToRentAndExpiration;;Leihdauer %1 Tage für %2
programInfo.bundle.partOf;;Teil von %1
programInfo.catchupExpiresOn;;Läuft in %1 ab
programInfo.director.label;;Regisseur
programInfo.newPI.catchupAiredOn;;
programInfo.newPI.catchupExpiresOn;;Läuft ab in %1 Std. und %2 Min
programInfo.newPI.recordedOn;;
programInfo.newPi.recordingServiceName;;
programInfo.partialRecordingExpiresOn;;Die teilweise Aufnahme läuft ab in %1
programInfo.purchase.disclaimer;;Nicht widerrufbar, 48-Stunden-Miete wird beginnen. Siehe nächste Rechnung.
programInfo.recordingExpiresOn;;Aufnahme läuft in %1 ab
programInfo.series.special;;SPECIAL
rails.availableToOwn;;Zum Kauf verfügbar
rails.defaultGenreLabel;;Genre nicht definiert
rails.relatedfrom;;%1
rails.relatedto;;Ebenfalls empfohlen
rails.rollingBuffer.title.dayOfTheMonthDateFormat;;ddd dd mmm
rails.rollingBuffer.title.today;;%1
rails.rollingBuffer.title.today-1;;Gestern
rails.rollingBuffer.title.today-2;;Vor 2 Tagen
rails.rollingBuffer.title.today-3;;Vor 3 Tagen
rails.rollingBuffer.title.today-4;;Vor 4 Tagen
rails.rollingBuffer.title.today-5;;Vor 5 Tagen
rails.rollingBuffer.title.today-6;;Vor 6 Tagen
rails.rollingBuffer.title.today-7;;Vor 7 Tagen
rails.subscription;;Abo
rails.title.morefrom;;%1
recordingCancel.cancelSeries;;Serienaufnahme abbrechen
recordingCancel.subtitle;;Möchtest Du die gesamte Serienaufnahme abbrechen?
recordingCancel.title;;Aufnahme gelöscht
recordings.update.please.wait;;Bitte warten
relatedbyactor;;Mehr von %1
relatedbydirector;;Mehr von %1
relatedbygenre;;Mehr aus dem Genre
relatedto;;Verwandt mit %1
sdk7.browse.myHome.aboutMyHome;;
sdk7.browse.myHome.breadcrumbTitle;;
sdk7.browse.myHome.button.browseOnDemand;;
sdk7.browse.myHome.button.openTvGuide;;
sdk7.browse.myHome.contentInfo;;
sdk7.countrySelection.text;;
sdk7.countrySelection.title;;
sdk7.epg.focusedTile.remaining;;
sdk7.lockedPin.modal.subtitle;;
sdk7.lockedPin.modal.title;;
sdk7.menu.tab.onTv;;
sdk7.miniProgramInfo.remaining;;
sdk7.miniProgramInfo.showMore;;
sdk7.moreBucket.all;;
sdk7.pinEntry.helpLabel;;
sdk7.pinEntry.success;;
sdk7.pinEntry.success.subtitle;;
sdk7.pinEntry.unSuccessful;;
sdk7.pinEntry.unSuccessful.subtitle;;
sdk7.pinEntry.verifying;;
sdk7.programInfo.actionButtons.wishlist.add;;
sdk7.programInfo.actionButtons.wishlist.remove;;
sdk7.programInfo.showInfo;;
sdk7.search.noResults;;
sdk7.search.searchResults;;
sdk7.serieInfo.episodePrefix;;
sdk7.serieInfo.episodeShortPrefix;;
sdk7.serieInfo.seasonShortPrefix;;
sdk7.settings;;
sdk7.settings.changePin.confirm;;
sdk7.settings.changePin.confirmNewPin;;
sdk7.settings.changePin.enterNewPin;;
sdk7.settings.changePin.hideNewPin;;
sdk7.settings.changePin.masterPin;;
sdk7.settings.changePin.pinChanged.failed;;
sdk7.settings.changePin.pinChanged.successfully;;
sdk7.settings.changePin.pinChanged.tryAgain;;
sdk7.settings.changePin.secondaryString;;
sdk7.settings.changePin.showNewPin;;
sdk7.settings.changePin.title;;
sdk7.settings.hiddenChannels;;
sdk7.settings.parentalControls.adultContent;;
sdk7.settings.parentalControls.ageRating.pinModal.event;;
sdk7.settings.parentalControls.ageRating.screen.description;;
sdk7.settings.parentalControls.ageRating.screen.secondary.description;;
sdk7.settings.parentalPurchases.locked;;
sdk7.settings.parentalPurchases.locked.desc;;
sdk7.settings.parentalPurchases.purchasePinState;;
sdk7.settings.parentalPurchases.unlocked;;
sdk7.settings.parentalPurchases.unlocked.desc;;
sdk7.settings.pinProtection.desc;;
sdk7.settings.pinProtection.isActivated;;
sdk7.settings.pinProtection.isDeactivated;;
sdk7.settings.pinProtection.pinConfirmationModal.message.activatePin;;
sdk7.settings.pinProtection.pinConfirmationModal.message.deactivatePin;;
sdk7.settings.pinProtection.pinConfirmationModal.title.activatePin;;
sdk7.settings.pinProtection.pinConfirmationModal.title.deactivatePin;;
sdk7.settings.pinProtection.pinProtection;;
sdk7.settings.premiumChannels.hidden;;
sdk7.settings.premiumChannels.intro;;
sdk7.settings.premiumChannels.visible;;
sdk7.settings.privacy.and.terms;;
sdk7.settings.privacy.consent.disagree.text;;
sdk7.settings.privacy.consent.disagree.title;;
sdk7.settings.vodafoneTV;;
sdk7.smartTV.firstInstall.login.error.title;;
sdk7.watch.timestamp.live;;
search.recentSearches;;Letzte Suchanfragen
search.recommendations;;Empfehlungen
searchRecommendations1;;Alle
searchRecommendations2;;Jetzt Live
searchRecommendations3;;Neu in der Mediathek
serieInfo.episodeShort;;F
serieInfo.seasonPrefix;;Staffel %1
serieInfo.seasonShort;;S
settings.accessibility.audioLanguage.description;;
settings.accessibility.audioLanguage.description.selected;;
settings.accessibility.help;;Hilfe
settings.accessibility.help.description;;Für weitere Bedienungshilfen rund um Dein GigaTV besuche uns bitte online unter<br/>https://www.vodafone.de/tv
settings.alexa;;Amazon Alexa
settings.alexa.deviceName;;Gerätename: 
settings.alexa.status.finished;;Abgeschlossen
settings.ast.astDisableVisualScrubber;;
settings.ast.astOverrideShakaSettings;;
settings.ast.astSettings;;
settings.ast.astShowBackgroundProcess;;
settings.ast.overrideShakaSettings.items.bufferingGoal;;
settings.ast.overrideShakaSettings.items.defaultBandwidthEstimate;;
settings.ast.overrideShakaSettings.items.defaultPresentationDelay;;
settings.ast.overrideShakaSettings.items.rebufferingGoal;;
settings.ast.overrideShakaSettings.resetButton;;
settings.ast.overrideShakaSettings.title;;
settings.audioAndVisual.audioOutput.auto;;Automatisch
settings.audioAndVisual.audioOutput.resetVolume;;Lautstärke zurücksetzen
settings.audioAndVisual.audioOutput.resetVolumeInfo;;Durch das Zurücksetzen wird die Lautstärke der GigaTV Box auf ein hohes Niveau gesetzt.<br/>Verwende diese Einstellung, wenn die Lautstärke nicht vorhanden, zu leise oder zu laut ist und Deine GigaTV Fernbedienung mit dem Fernseher verbunden ist
settings.audioAndVisual.audioSettings;;Audio
settings.audioAndVisual.audioSettings.hdmi;;HDMI
settings.audioAndVisual.audioSettings.localSpeaker;;Lokaler Lautsprecher
settings.audioAndVisual.soundMode;;Audio-Profil
settings.audioAndVisual.soundMode.automatic;;Automatisch
settings.audioAndVisual.soundMode.game;;Spiel
settings.audioAndVisual.soundMode.movie;;Film
settings.audioAndVisual.soundMode.music;;Musik
settings.audioAndVisual.soundMode.music.fidelity;;Klangtreue
settings.audioAndVisual.soundMode.music.loud;;Klanglautstärke
settings.audioAndVisual.soundMode.music.surround;;Surround Sound
settings.audioAndVisual.soundMode.night;;Nacht
settings.audioAndVisual.soundMode.off;;Aus
settings.audioAndVisual.soundMode.sport;;Sport
settings.audioAndVisual.soundMode.voice;;Stimme
settings.audioAndVisual.widescreen;;4:3 Nutzung
settings.audioAndVisual.widescreen.fullmode;;Vollbild
settings.audioAndVisual.widescreen.original;;Original
settings.audioAndVisual.widescreen.zoom;;Zoom
settings.audioProfile.description;;
settings.autoDelete;;Die Automatisch Löschen-Funktion beginnt mit der nächsten geplanten Aufnahme. Vergrößere Deinen Speicherplatz, um zu verhindern, dass Inhalte automatisch gelöscht werden
settings.automaticRecordings.description;;Eines der Highlights von GigaTV ist, dass Dir das Fernsehprogramm der letzten 7 Tage zu Verfügung steht. Die Mediatheken-Inhalte erreichst Du über den TV-Guide oder indem Du auf der Fernbedienung Hinauf oder Hinunter drückst
settings.automaticRecordings.title;;Automatische Aufnahmen
settings.bluetooth;;Bluetooth
settings.bluetooth.addDevice;;Gerät hinzufügen
settings.bluetooth.autoConnect;;Automatisch verbinden
settings.bluetooth.connect;;
settings.bluetooth.connected;;Verbunden
settings.bluetooth.connected.description;;Drücke Hoch/Runter, um ein Gerät auszuwählen. Drücke OK, um das ausgewählte Gerät zu verbinden oder zu trennen. Kannst Du das Gerät nicht finden? Gehe zu 'Gerät hinzufügen', um nach weiteren Geräten zu suchen
settings.bluetooth.connecting;;Wird verbunden...
settings.bluetooth.description;;Deine Bluetooth Geräteliste ist leer. <br> Füge bitte zunächst ein Gerät hinzu, um es zu verbinden
settings.bluetooth.devices;;Meine Geräte
settings.bluetooth.disconnecting;;Verbindung wird getrennt...
settings.bluetooth.otherDevices;;Andere Geräte
settings.bluetooth.pairing;;Bluetooth-Aktivierung
settings.bluetooth.pairingPopup.description;;Prüfe bitte dein Gerät zum Bestätigen. Anschließend wird verfügbar sein unter 'Meine Geräte'
settings.bluetooth.pairingPopup.title;;Wird hinzugefügt 
settings.bluetooth.pairingScreen.description;;Drücke Hoch/Runter, um ein Gerät auszuwählen. Drücke OK, um das ausgewählte Gerät zu Deiner Liste hinzuzufügen
settings.bluetooth.refreshButton.text;;Aktualisieren
settings.bluetooth.removeDevice;;Gerät entfernen
settings.bluetooth.removeScreen.description;;Wähle ein oder mehrere Geräte aus mit 'OK' auf der Fernbedienung.<br/> Bestätige deine Auswahl, um sie von Deiner Geräteliste zu entfernen
settings.bluetooth.screen.description;;Du kannst Dein Gerät mittels Bluetooth verbinden, um Deine Musik zu hören
settings.bluetooth.screen.title;;Bluetooth-Verbindung
settings.bluetooth.searching;;Suche nach anderen Geräten
settings.boxSpace;;Aufnahmen
settings.cec.buttons.paired;;Verbunden
settings.cec.buttons.unpaired;;Jetzt verbinden
settings.cec.paired.description;;Die GigaTV Fernbedienung ist mit dem Fernsehgerät verbunden. Du kannst damit ein- und ausschalten sowie Lautstärke und Eingangsquelle Deines Fernsehers steuern.<br> Wenn Du das nicht möchtest, trenne die Verbindung zwischen GigaTV Fernbedienung und dem Fernsehgerät
settings.cec.paired.subtitle;;Verbindung trennen
settings.cec.title;;Steuerung des Fernsehgeräts
settings.cec.unpaired.description;;Verbinde Deine GigaTV Fernbedienung, um Lautstärke und Eingangsquelle des Fernsehers zu steuern und um Dein Fernsehgerät ein- und auszuschalten
settings.cec.unpaired.subtitle;;Steuerung verbinden
settings.channelReordering.apply;;Anwenden
settings.channelReordering.confirm;;Bestätige
settings.channelReordering.multiSelection;;Mehrfach-Auswahl
settings.channelReordering.notification.channelAllSubHidden.description;;Ändere bitte mindestens einen abonnierten Sender auf sichtbar, um ohne Fehler Sender auszublenden
settings.channelReordering.notification.channelAllSubHidden.title;;Sender können nicht ausgeblendet werden
settings.channelReordering.notification.channelHidden.description;;Um den Sender anzuzeigen, passe bitte die Sichtbarkeit des Senders in den GigaTV Box Einstellungen an
settings.channelReordering.notification.channelHidden.title;;%1 (%2) ist ausgeblendet
settings.channelReordering.notification.channelHidden.titleForAll;;Alle Sender sind ausgeblendet. Gehe zu 'Einstellungen' > 'GigaTV Box Einstellungen' > 'TV-Sender' und führe einen automatischen Sendersuchlauf durch, um sie wieder einzublenden
settings.channelReordering.notification.channelUnsubHidden.description;;Deine Präferenz zum Zeigen/Ausblenden von nicht-abonnierten Sendern wurde aktualisiert
settings.channelReordering.notification.channelUnsubHidden.title;;Drücke auf zeige/blende nicht-abonnierte Sender aus
settings.channelReordering.notification.notSortable.description;;Deine Auswahl wurde auf Position %1 platziert
settings.channelReordering.notification.notSortable.title;;Senderposition %1 ist geschützt
settings.channelReordering.reset;;Sortierung zurücksetzen
settings.channelReordering.reset.popup.description;;Willst Du wirklich Deine persönliche Senderliste zurücksetzen auf die Grundeinstellung?
settings.channelReordering.reset.popup.title;;Sender-Sortierung zurücksetzen
settings.channelSorting.allChannels.selected;;Alle Sender (%1 ausgewäht)
settings.channelSorting.allChannels.unselected;;Alle Sender
settings.channelSorting.description;;Ändere die Reihenfolge in Deiner Senderliste, indem Du einen Sender auswählst und auf eine neue Position legst. Nutze die Hoch-/Runter-Taste oder gib die Sendeplatznummer ein, um einen Sender zu finden. Drücke OK zum Auswählen des Senders
settings.channelSorting.description.batchSelection;;Bewege die Auswahl Hoch/Runter zur neuen Position oder nutze die Nummerntasten auf der Fernbedienung.<br><br>Drücke OK zum Einsetzen
settings.channelSorting.description.editMode;;Bewege den Sender Hoch/Runter zur neuen Position oder nutze die Nummerntasten auf der Fernbedienung.<br><br>Drücke OK zum Einsetzen
settings.channelSorting.description.multiSelectionMode;;Drücke Hoch/Runter oder gib die Sendernummer ein, um einen Sender zu finden. Drücke OK zum Auswählen.<br><br>Deine fertige Auswahl kannst Du dann auf der neuen Position platzieren
settings.channelSorting.subtitle.customisation;;Umsortieren
settings.channelSorting.title;;Senderliste sortieren
settings.channelVisibility.allChannels.visible;;Alle Sender
settings.channelVisibility.confirm;;Bestätigen
settings.channelVisibility.description;;Blende einfach ungewollte Sender auf GigaTV aus.<br><br>Nutze die Hoch-/Runter-Tasten oder gib die Sendernummer ein, um einen Sender zu finden. Drücke dann OK zum Aus- oder Einblenden
settings.channelVisibility.hideAllChannels;;Es muss mindestens ein Sender sichtbar sein auf GigaTV
settings.channelVisibility.hideUnsubscribedChannels;;Nicht-abonnierte Sender ausblenden
settings.channelVisibility.showUnsubscribedChannels;;Nicht-abonnierte Sender zeigen
settings.channelVisibility.subtitle;;Sender ausblenden
settings.channelVisibility.subtitle.customisation;;Anpassen
settings.channelVisibility.title;;Sender ausblenden
settings.cloudRecordings;;Aufnahmen in der Cloud
settings.cloudsRecordings;;Cloud-Aufnahmen
settings.connectedDevices;;Verbundene Geräte
settings.connectedDevices.mobilePairing;;Mobile Apps
settings.connectedDevices.remote;;Fernbedienung
settings.connectedDevices.tvInput;;TV Eingang
settings.connectedDevices.voiceAssistants;;Sprachassistenten
settings.contentSettings;;Senderliste & Aufnahmen
settings.developerMode;;Entwickler-Modus
settings.fallbackDeepLink;;Gehe zum dynamischen Deep-Link
settings.frequentlyAskedQuestions;;Häufig gestellte Fragen
settings.frequentlyAskedQuestions.faqBrowser;;Antworten finden
settings.informations.abrProfile;;
settings.informations.button.pvr;;Festplattenspeicher
settings.informations.buttons.nagra;;Nagra
settings.informations.buttons.nagraStv;;
settings.informations.buttons.pvr;;Video-Rekorder
settings.informations.casingSerialNumber;;Seriennummer
settings.informations.casingSerialNumber.unavailable;;Nicht verfügbar
settings.informations.channelNameDVBC;;Kabel-Sender
settings.informations.channelNameDVBIP;;Sender
settings.informations.channelNameFTTH;;Sender
settings.informations.diskConnectState;;Speicherplatz-Zustand
settings.informations.diskConnectState.connected;;Verbunden
settings.informations.diskConnectState.disconnected;;Nicht verbunden
settings.informations.diskStatus;;Speicherplatz
settings.informations.diskStatus.notReady;;Nicht bereit
settings.informations.diskStatus.ready;;Bereit
settings.informations.freq;;Frequenz
settings.informations.hdcpVersion;;HDCP-Version
settings.informations.imei;;IMEI
settings.informations.kdsn;;KDSN
settings.informations.lcn;;LCN
settings.informations.netflixEsn;;Netflix ESN
settings.informations.nid;;Netzwerk-Kennung
settings.informations.onid;;Individuelle Netzwerk-Kennung
settings.informations.otaUpdateProgress;;Fortschritt der OTA-Aktualisierung
settings.informations.ott;;
settings.informations.packetLoss;;Verlust von Datenpaketen
settings.informations.sdkVersion;;
settings.informations.sid;;Service-Kennung
settings.informations.signalQuality;;Qualität
settings.informations.smartTvVersion;;Smart TV Version
settings.informations.snr;;SNR (Signal-Rausch-Verhältnis)
settings.informations.tsid;;Transport-Stream-Kennung
settings.informations.updateStatus.failed;;%1: Aktualisierung fehlgeschlagen
settings.informations.updateStatus.success;;Aktualisierung erfolgreich
settings.informations.uri;;URI
settings.informations.wireless.quality;;
settings.language.audioLanguage;;Audio-Sprache
settings.language.systemLanguage;;System-Sprache
settings.language.systemLanguage.info;;Wenn die Automatisch-Option ausgewählt ist, verwendet die GigaTV Box die Systemsprache Deines Smart-TV Geräts, wenn sie von der Box unterstützt wird
settings.languageAndAccessibility;;Audio-Sprache & Barrierefreiheit
settings.languageAndAccessibility.audioLanguage;;Audio-Sprache
settings.languageAndAccessibility.subtitlesPreference;;Untertitel Menü
settings.localRecordings;;Aufnahmen auf der Festplatte
settings.localRecordings.error;;Fehler beim Abrufen der Informationen auf der Festplatte
settings.localRecordings.reformatDisk.notification.helpMessage;;Bitte beachte, dass alle Aufnahmen verloren gehen. <br/> Dieser Schritt kann nicht rückgängig gemacht werden
settings.localRecordings.reformatDisk.notification.offlineSubtitle;;Bitte verbinde Deine GigaTV Box wieder mit dem Internet um die Festplatte zu formatieren
settings.localRecordings.reformatDisk.notification.offlineTitle;;Deine GigaTV Box ist offline
settings.localRecordings.reformatDisk.notification.title;;Gib Deine PIN ein, um deine Festplatte neu zu formatieren
settings.logger;;Logger
settings.logger.loggerIp;;Logger-Endpunkt
settings.logger.loggerModule;;Logger-Modus
settings.logger.loggerType;;Logger-Typ
settings.loggerIp.description;;Logs werden an die folgende IP mit den folgenden Regeln zu Port 8080 gesendet
settings.loggerIp.subtitle;;Gib Deine IP ein
settings.loggerIp.title;;Logger IP
settings.loggerModule.description;;Das Aktivieren des Module erlaubt Dir mehr Details zu erhalten zu spezifischen Module.<br/>Beachte bitte, dass dies zu Nebeneffekten wie z.B. einer langsameren Navigation führen kann
settings.loggerModule.subtitle;;Aktiviere den Log, den Du benötigst
settings.loggerModule.title;;Log Module Aktivierung
settings.loggerType.description;;Es gibt drei Optionen: - Browser: leite es zum Browser-Debugger um<br/> - Sagemcom MW: Alle Logs an den MW senden (funktioniert nur auf STB), <br/> - Websocket: Leitet Dein Log über WebSocket auf eine IP um, die Du konfigurieren kannst. <br/>Bitte beachte, dass dies Nebenwirkungen haben kann, z. B. eine Verlangsamung der Navigation
settings.loggerType.subtitle;;Wähle bitte, wo Du Dein Log abrufen willst
settings.loggerType.title;;Log-Aktivierung
settings.network.channelScan.pleaseWait;;Sendersuchlauf, bitte warten...
settings.parentalControls.managePin;;PIN verwalten
settings.parentalControls.options;;Altersbeschränkung
settings.parentalControls.purchasePin;;Käufe
settings.powerSaving.autoStandbyTime.2h;;2 Stunden
settings.powerSaving.autoStandbyTime.4h;;4 Stunden
settings.powerSaving.autoStandbyTime.8h;;8 Stunden
settings.powerSaving.quickBoot.description;;Wenn Du die Sprachsteuerung nutzen oder Musik abspielen willst mit Bluetooth oder Spotify im Stand-By, dann muss diese Option AUS sein.<br><br>Ansonsten funktioniert das nur für eine kurze Zeit nachdem das Gerät abgeschaltet wird
settings.powerSaving.remoteBooking.description;;
settings.powerSaving.smartStandby.active;;Aktiv
settings.powerSaving.smartStandby.active.description;;Wenn Deine GigaTV Box und Fernseher aus ist, kannst Du dich mit Bluetooth verbinden und Musik abspielen, Spotify Connect und die Sprachsteuerung verwenden
settings.powerSaving.smartStandby.energySaving;;Energie sparen
settings.powerSaving.smartStandby.energySaving.description;;Wenn Du im Stand-By noch weniger Energie verbrauchen willst, dann wähle Energie sparen aus. Du kannst dann die Active/Smart Stand-By Funktionen nicht nutzen und die Startzeit der GigaTV Box verzögert sich leicht
settings.powerSaving.smartStandby.smartStandby;;Smart Standby
settings.powerSaving.smartStandby.smartStandby.description;;Wenn Deine GigaTV Box und Fernseher aus ist, kannst Du dich mit Bluetooth verbinden und Musik abspielen, Spotify Connect und die Sprachsteuerung verwenden.<br/>Diese Stand-By Option erlaubt Dir alle Deine Hauptfunktionen zu nutzen, wenn Du sie am meisten benötigst. Zudem spart sie Energie zwischen 1 und 6 Uhr morgens
settings.privacy;;Datenschutz
settings.privacy.consent;;Einwilligungserklärung
settings.privacy.notice;;Datenschutzhinweise
settings.privacyDisclaimer;;Datenschutzerklärung
settings.privacyDisclaimer.privacy;;Datenschutzerklärung
settings.privacyDisclaimerPageTitle;;Datenschutzerklärung
settings.purchase.errorTurnOn;;Um die Kauf-PIN zu aktivieren, muss zuvor die Jugendschutz-PIN aktiviert sein
settings.purchase.turnOff;;PIN deaktivieren
settings.purchase.turnOn;;PIN aktivieren
settings.purchase.turnedOff;;PIN deaktiviert
settings.purchase.turnedOn;;PIN aktiv
settings.purchasePin;;Kauf-PIN
settings.recommendations;;Empfehlungen
settings.recommendations.off;;Deaktivieren
settings.recommendations.on;;Aktivieren
settings.recording.padding.fifteen;;15 / 15 Min.
settings.recording.padding.five;;5 / 10 Min.
settings.recording.padding.ten;;10 / 10 Min.
settings.recording.setPaddings.noPadding;;4 / 10 Min.
settings.recordings.automaticRecordings;;Automatische Aufnahmen
settings.recordings.boxSpaceLow;;Es ist wenig Speicherplatz verfügbar
settings.recordings.buyMoreStorage;;Mehr Speicherplatz kaufen
settings.recordings.buyStorage;;Speicherplatz kaufen
settings.recordings.ejectDisk;;Festplatte entfernen
settings.recordings.filterContent;;Inhalte filtern
settings.recordings.manage;;Aufnahmen verwalten
settings.recordings.padding.none;;4 / 10 Min.
settings.recordings.recommendationsOptOut;;Empfehlungen deaktivieren
settings.recordings.reformatDisk;;Festplatte neu formatieren
settings.recordings.remoteBooking;;
settings.recordings.setPadding;;Zeitpuffer einstellen
settings.recordings.setPadding.description;;Zeitpuffer am Anfang / Ende Deiner Aufnahme hinzufügen
settings.recordings.setPadding.title;;Zeitpuffer einstellen
settings.recordings.subscribedChannels;;Abo-Sender anzeigen
settings.remote.buttons.back;;Zurück
settings.remote.buttons.green;;Grün
settings.remote.buttons.info;;Informationen
settings.remote.buttons.paired;;Verbunden
settings.remote.buttons.tv;;TV-Steuerung
settings.remote.buttons.unpaired;;Nicht verbunden
settings.remote.buttons.voice;;Mehr zum Thema Sprachsteuerung
settings.remote.connectionType.BLE;;BLE
settings.remote.info.IRCodesTableDBVersion;;?
settings.remote.info.batteryLevelGood;;Gut
settings.remote.info.batteryLevelLow;;Niedrig
settings.remote.info.batteryStatus.button;;Batteriestatus
settings.remote.info.batteryStatus.subtitle;;Batteriestatus
settings.remote.info.bleConnection.button;;Bluetooth-Verbindung
settings.remote.info.bluetooth;;Die Fernbedienung nutzt seit %1 Bluetooth, um Deine GigaTV Box zu steuern und die Sprachsteuerung ist aktiviert. <br><br>Halte den gelben Knopf und die Nummerntaste [3] gedrückt, um sie zu trennen
settings.remote.info.buttons.firmware.button;;Firmware
settings.remote.info.connectivityStatus.button;;Verbindungsstatus
settings.remote.info.connectivityStatus.subtitle;;Verbindungsstatus
settings.remote.info.done.button;;Abgeschlossen
settings.remote.info.firmware.button;;Firmware
settings.remote.info.firmware.subtitle;;Firmware
settings.remote.info.hardwareVersion;;Hardware Version
settings.remote.info.infrared;;Die Fernbedienung nutzt Infrarot, um Deine GigaTV Box zu steuern
settings.remote.info.lastDownloadDateFirmware;;Datum des letzten Firmware-Downloads
settings.remote.info.macAddress;;MAC-Adresse der Fernbedienung:
settings.remote.info.manufacturingDate;;Herstellungsdatum
settings.remote.info.productNumber;;Produktnummer
