key,en-GROUP,pt-PT-x-PT text
network.subnetMask,Subnet mask,Máscara de subrede
network.defaultGateway,Default gateway,Default Gateway
network.primaryDNS,Primary DNS,DNS primário
network.secondaryDNS,Secondary DNS,DNS secundário
serieInfo.recordEpisode,Record episode,Gravar episódio
serieInfo.recordSeries,Record series,Gravar série
serieInfo.season,Season,TEMPORADA
popups.upgrade.buttons.updateNow,Update now,Atualizar agora
popups.reboot.buttons.rebootNow,Reboot now,Reiniciar agora
popups.wifi.buttons.tryAgain,Try again,Tentar de novo
popups.storage.misc,0,0
popups.storage.buttons.manage,Manage my recordings,Gerir gravações
popups.storage.buttons.enableAutoDelete,Enable auto delete,Ativar apagar automático
popups.continueWatching.buttons.next,Next episode,Próximo episódio
popups.continueWatching.buttons.startOver,Restart,Ver do início
popups.maintenance.message,An update is scheduled for your TV box,A TV Box precisa de reiniciar.
maintenance.wait,Update in progress, please wait.,Por favor aguarde...
rails.more,More,Mais
rails.moretitle,More %1,Mais %1
rails.bucketMore,See more,Ver mais
badging.expires,Expires from %1 in %2 days,%1 expira em %2 dias.
badging.recorded,Recorded,Gravado
badging.protected,Protected recording,Garavação protegida
badging.subtitles,Subtitles available,Legendas disponíveis
badging.audioDescription,Audio description available,Audiodescrição disponível
badging.wishList,Scheduled record,Adicionado à lista
badging.catchUp,Catch up,Ver agora
badging.airsOn,Airs on %1,Começa às
notification.recording.delete,Recording deleted,Gravação apagada
notification.recording.cancel,Recording cancelled,Gravação cancelada
notification.recording.scheduled,Recording scheduled,Gravação agendada
notification.seriesRecording.cancel,Series record cancelled,Gravação de série cancelada
notification.seriesRecording.delete,Series record deleted,Série apagada
notification.recording.protect,Recording protected,Gravação protegida
notification.network.online,You're connected,A TV Box está ligada.
notification.purchase.success,Purchase made,Aluguer efetuado
notification.login.emptyToken,Empty token,Token vazio
notification.battery.low,Your TV remote batteries are low, please replace them.,Por favor substitua as baterias do comando.
settings.warning.popup.parentalControlEnable,Turning on parental controls will enable your TV PIN. Are you happy to continue?,Confirma que pretende ativar o PIN de controlo parental? (O PIN inicial é 0000)
settings.ledBrightness.medium,Medium,Médio
programInfo.actionButtons.moreWatchOptions,More options,Opções de visualização
notification.recording.unprotect,Unlocked - you can now record,Gravação não protegida
common.confirm,Okay?,Confirmar
keyboard.search.placeholder,Start searching,Iniciar pesquisa
settings.warning.popup.masterPinDisable,Turning off your PIN will also turn off parental controls. Are you happy to continue?,Confirma que pretende desativar o controlo parental?
settings.network.wifi.waiting,Connecting to your Wi-Fi network,A ligar à rede Wi-Fi …
settings.tvChannels.abortingAutoScan,Stopping,A parar
settings.audioDescription.on,Turn on,Ativo
settings.subtitles.on,Turn on,Ativas
popups.powerSaving.message,Vodafone TV will go into standby mode in %1s,A TV Box vai passar ao modo Stand By dentro de alguns segundos.
firstInstall.languageScreen.description,Choose your language,Selecionar idioma
settings.parentalControls.changeMyPin,Change PIN,Alterar o PIN
settings.parentalControls.changedPin,Your PIN has changed,PIN alterado
settings.ledBrightness.high,High,Alto
settings.informations.buttons.connectivity,Internet,Internet
settings.ledBrightness.low,Low,Baixo
settings.remote.remotePairNewDevice,Pair remote,Emparelhar comando
settings.channelScan.auto,Scan,Pesquisar
settings.powerSaving.quickBoot.hint,Turn power saving mode off for faster setup,Desligue a poupança de energia para um arranque mais rápido
firstInstall.helloScreen.description.searchingAccount,Logging in to your Vodafone TV account,A ligar...
settings.systemConfigurations.subtitle,System info,Informação de sistema
settings.network.advanced.configureIpAddress,Manual setup,Configuração manual
popups.continueWatching.misc,Continue watching: starting in %1,Programa começa em %1
firstInstall.buttons.manualIPConfig,Manual IP setup,Configuração de IP manual
settings.systemConfigurations,More settings,Configurações da Tv Box
settings.systemConfigurations.factoryReset,Reset,Reset
settings.informations.buttons.remoteControl,Remote,Comando
settings.network.advanced.waiting,Connecting your IP address to your TV box,A ligar a sua TV box
popups.reboot.misc,Reboot in %1,Reiniciar em %1
notification.recording.start,Recording,A gravar
date.format.day5,Friday,sexta-feira
firstInstall.helloScreen.description.foundAccount,Nearly done,Por favor aguarde
firstInstall.wifiNetworkConnectingScreen.description,Connecting to your Wi-Fi network,Processo de ligação ao Wi-Fi
settings.network.advanced.dhcp,Auto setup,Configuração automática
settings.remote.remotePairNewDevice.step0.failed.description,Sorry, you pressed the wrong buttons: press and hold the 3 and yellow buttons together for 5 seconds.,Por favor tente de novo. Pressione a tecla 3 e o botão amarelo em simultâneo durante 5 segundos.
change language,Change language,Alterar idioma
firstInstall.manualNetworkConfigurationScreen.description,Please enter your network details using the number keys.,Introduzir detalhes da rede
settings.premiumChannels.hide,Hide,Não mostrar
settings.premiumChannels.show,Show,Mostrar
pinEntry.parentalPinCode,Enter your PIN,Insira o PIN
settings.remote.remotePairNewDevice.step2.description,Great, your remote is now paired,Comando emparelhado com sucesso
pinEntry.masterPinCode,Enter your PIN,Insira o PIN
settings.recordings.deleteAllQuestion,Are you sure you want to delete all recordings?,Tem a certeza que pretende apagar todas as gravações?
settings.recordings.autoDeleteQuestion,Are you sure you want to activate the auto delete feature?,Tem a certeza que pretende apagar gravações automaticamente?
pinEntry.successful,PIN confirmed,PIN confirmado
popups.upgrade.title,Software upgrade about to start,Atualização da Box Vodafone TV prestes a começar
firstInstall.getHelpScreen.channels.description,Once your TV aerial is connected, start scanning for channels.,Confirme se o cabo de entena está ligado e inicie a <br/> pesquisa de canais
settings.systemConfigurations.factoryReset.popup,<p>Are you sure you want to restore to factory settings? This will delete any customised settings.<br/>Don't worry, your recordings won't be deleted.</p>,<p>Confirma que pretende repor as configurações iniciais do sistema?<br/></p>
firstInstall.wiredNetworkSearchScreen.manual.description,Trying to connect,A estabelecer ligação
firstInstall.wiredNetworkSearchScreen.description,Please make sure your Ethernet cable is plugged in.,Por favor verifique que o <br/>cabo de rede<br/>está ligado.
firstInstall.getHelpScreen.wifi.description,You'll find the answers to lots of questions at vodafone.co.uk/tv,Pode obter obter ajuda adicional em <br/> www.vodafone.pt
firstInstall.getHelpScreen.wired.description,You'll find the answers to lots of questions at vodafone.co.uk/tv,Pode obter obter ajuda adicional em <br/> www.vodafone.pt
firstInstall.remotePairLaterScreen.description,If you can't pair your remote now, don't worry – you can always pair it later and it'll still work in the meantime when you point it at the box.,Pode efetuar o emparelhamento <br/>mais tarde nas Configurações<br/>, de modo a que não seja necessário<br/> apontar o comando na direção da TV Box.
settings.network.noInternet,,Sem ligação. Por favor verifique a ligação da TV Box à rede local.
firstInstall.wifiNetworkErrorScreen.noLink,,SC106: Ligação Wi-Fi falhou.
settings.network.lan.noLink,,SC022: Cabo de rede não detetado. Verifique a ligação da TV Box à rede local.
firstInstall.wiredNetworkScreen.noLink,,SC021: Cabo de rede não detetado. Verifique a ligação da TV Box à rede local.
notification.network.error,, 
programInfo.rentalExpiresOn,,Aluguer termina em %1
Available to Purchase,,Disponível para comprar
Smart TV FTU UDID,,UDID :  %1
adult.hidden.description,,Este conteúdo está bloqueado devido à classificação parental
adult.hidden.title,,Conteúdo escondido
adult.visible.title,,Conteúdos para adultos
advertising.notification.description,,A reprodução de vídeo será automaticamente retomada após o intervalo
advertising.notification.personalizedAds.cannotWatch.description,,Para visualizar este conteúdo necessita de aceitar os anúncios personalizados.
advertising.notification.personalizedAds.cannotWatch.title,,Personalização de publicidade
advertising.notification.personalizedAds.optIn,,Aceda ao menu de configurações para desativar a publicidade personalizada
advertising.notification.personalizedAds.optOut,,Para definir a suas preferências relativas a publicidade personalizada aceda ao menu de configurações.
advertising.notification.title,,Intervalo
advertising.overlay.count,,Anúncio %1 de %2
alexa.EnablewithoutSetup.text,,"Se não iniciar sessão, a Alexa vai poder pesquisar filmes e programas de TV, controlar a reprodução de vídeo e contar anedotas. Pode, a qualquer momento, aceder às definições e iniciar sessão Alexa.<br><br><span class= ""subtext""> A Amazon processa as interações com a Alexa num servidor Internet. Ao selecionar ""Ativar Alexa"" está a aceitar os termos e condições do serviço Amazon Alexa. Utilize as seguintes ligações para ler os termos e condições e a política de privacidade da Alexa.</span>"
alexa.EnablewithoutSetup.title,,Pretende ativar a Alexa sem configurações?
alexa.alexaDisableScreen.cancelButton,,Cancelar
alexa.alexaDisableScreen.confirmButton,,Confirmar
alexa.alexaDisableScreen.text,,A Alexa deixou de estar ativa neste dispositivo.
alexa.alexaDisableScreen.title,,Pretende desativar a Amazon Alexa?
alexa.alexaSettignDefaultScreen.buttonSetUp,,Configurar Alexa
alexa.alexaSettingDefaultScreen.buttonLanguage,,Idioma da Alexa
alexa.alexaSettingDefaultScreen.buttonSignout,,Terminar sessão
alexa.alexaSettingDefaultScreen.buttonTermsAndConditions,,Termos e condições
alexa.alexaSetupScreen.description,,Se tiver problemas na utilização deste código selecione Atualizar Código
alexa.alexareadyscreen.ia.information,,Para ativar funcionalidades como ouvir música, obter informação sobre o tempo ou controlar dispositivos da casa, aceda em qualquer momento a <span> Configurações>Assistentes de Voz>Amazon Alexa</span> e ligue-se à sua conta Amazon.
alexa.alexareadyscreen.ia.term1,,Alexa, aumenta o volume
alexa.alexareadyscreen.ia.term2,,Alexa, quero ver filmes de ação
alexa.alexareadyscreen.ia.term3,,Alexa, o que passa na TV esta noite?
alexa.alexareadyscreen.information,,Para saber mais sobre as capacidades da Alexa instale a app Amazon Alexa no seu smartphone.
alexa.alexareadyscreen.subtitle,,Pressione o botão Microfone e diga, por exemplo:
alexa.alexareadyscreen.term1,,Alexa, aumenta o volume de som
alexa.alexareadyscreen.term2,,Alexa, diz-me o tempo para hoje
alexa.alexareadyscreen.term3,,Alexa, diz-me os resultados desportivos
alexa.alexareadyscreen.term4,,Alexa, mostra-me filmes de ação
alexa.alexareadyscreen.term5,,Alexa, toca vídeos de música pop
alexa.alexareadyscreen.vsb.information,,Informação
alexa.alexareadyscreen.vsb.subtitle,,Experimente dizer:
alexa.alexareadyscreen.vsb.term1,,“Alexa, show me the weekend forecast”
alexa.alexareadyscreen.vsb.term2,,“Alexa, what's my sports update?”
alexa.alexareadyscreen.vsb.term3,,“Alexa, add milk to my shopping list”
alexa.alexareadyscreen.vsb.term4,,“Alexa, play pop songs from the 90s”
alexa.alexareadyscreen.vsb.term5,,“Alexa, who is Brad Pitt?”
alexa.alexareadyscreen.vsb.term6,,“Alexa, put on reggaeton music”
alexa.authError,,Ocorreu um problema. Por favor tente novamente.
alexa.card.canDoMore,,A Alexa pode fazer muito mais coisas
alexa.card.connect,,Ligar
alexa.card.connectAmazonAccount,,Ligue-se à sua conta Amazon para ativar funcionalidades como saber o tempo, controlar dispositivos na sua casa e muito mais
alexa.defaultScreen.description,,A Alexa permite utilizar a voz para encontrar filmes e programas de TV disponíveis na Vodafone TV e para controlar a TV Box. 
alexa.defaultScreen.subDescription,,"A Alexa processa as solicitações em servidores na rede. Ao dizer ""Ativar Alexa"" está a aceitar os termos e condições deste serviço. Pode ficar a conhecer os Termos e Condições e a Política de Privacidade do serviço Alexa nos seguintes endereços "
alexa.defaultscreen.buttonDisable,,Desativar
alexa.defaultscreen.buttonSigneIn,,Iniciar sessão na Alexa
alexa.defaultscreen.buttonTermOfUse,,Termos e Condições
alexa.defaultscreen.devicename,,Nome do dispositivo
alexa.defaultscreen.signedInAs,,Utilizador
alexa.enablePopup.title,,Pretende ativar a Voz?
alexa.enableWithoutSetup.ok,,Experimente a Alexa
alexa.enablevoicesubMsg,,O controlo por voz ainda não foi ativado.
alexa.errorScreen.button.retry,,Tentar de novo
alexa.isReadyTitle,,A Alexa está pronta
alexa.notification.signout.body,,Pode voltar a ativar a Alexa nas definições
alexa.notification.signout.header,,A Alexa foi desativada
alexa.popup.tryAlexa.title,,Experimente a Alexa
alexa.setUpScreen.Goto,,Aceda no seu computador ou telemóvel a
alexa.setUpScreen.description,,Insira o seguinte código
