key;en-GROUP;el-GR-x-GR text
settings.remote.connectionType.radioFrequency;Radio frequency;Ραδιοσυχνότητα
settings.tvChannels.autoScan;Auto scan;Αυτόματη αναζήτηση
settings.tvChannels.startAutoScan;Start auto scan;Έναρξη
settings.tvChannels.stopAutoScan;Stop auto scan;Ακύρωση
settings.tvChannels.channelScan;Channel scan;Αναζήτηση καναλιών
settings.tvChannels.currentlyHave;You currently have:<div class='channelsSummary'><div>%1</div><div>Digital</div><div>%2</div><div>TV</div><div>%3</div><div>Radio</div></div>;Τρέχοντα κανάλια:<div class='halfSummary'>Επίγεια<div class='channelsSummary'><div>%1 Κανάλια</div><div>%2 Ρ/Φ σταθμοί</div></div></div><div class='halfSummary'>Vodafone TV<div class='channelsSummary'>%3 Κανάλια</div></div></div>
settings.tvChannels.currentlyFound;We've found:<div class='channelsSummary'><div>%1</div><div>Digital</div><div>%2</div><div>TV</div><div>%3</div><div>Radio</div></div>;Βρέθηκαν τα κανάλια:<div class='halfSummary'>Επίγεια<div class='channelsSummary'><div>%1 Κανάλια</div><div>%2 Ρ/Φ σταθμοί</div></div></div><div class='halfSummary'>Vodafone TV<div class='channelsSummary'>%3 Κανάλια</div></div></div>
settings.tvChannels.weFound;We found:<div class='channelsSummary'><div>%1</div><div>Digital</div><div>%2</div><div>TV</div><div>%3</div><div>Radio</div></div>;Βρέθηκαν τα κανάλια:<div class='halfSummary'>Επίγεια<div class='channelsSummary'><div>%1 Κανάλια</div><div>%2 Ρ/Φ σταθμοί</div></div></div><div class='halfSummary'>Διαδίκτυο<div class='channelsSummary'>%3 Κανάλια</div></div></div>
settings.tvChannels.autoSelect;Auto select;Αυτόματη επιλογή
settings.tvChannels.customSelect;Custom select;Χειροκίνητη επιλογή
settings.tvChannels.resolveConflict.description;Please confirm your chosen channel:;"Ποιο κανάλι προτιμάτε;:"
settings.tvChannels.confirmConflictResolution.description;Please confirm your chosen channels:;Παρακαλώ επαληθεύστε την επιλογή:
mytv.watchnext;Watch next;Δείτε μετά
mytv.allRecordings;All recordings;Όλες οι εγγραφές
mytv.scheduledRecordings;Scheduled recordings;Προγραμματισμένες εγγραφές
mytv.allScheduledRecordings;All scheduled recordings;Όλες οι προγραμματισμένες εγγραφές
mytv.allPurchasesAndRentals;All rentals & purchases;Όλες οι ενοικιάσεις
mytv.wishlist;Record;Αγαπημένα
mytv.allWishlist;Recordings;Όλα τα αγαπημένα
mytv.other;Others;Διάφορα
apps.apps;Apps;Εφαρμογές
apps.myApps;My apps;Οι εφαρμογές μου
apps.new;New;Νέες
apps.popular;Popular;Δημοφιλέστερες
apps.education;Education;Εκπαιδευτικά
search.searchResults;Search results;Αποτελέσματα αναζήτησης
search.noResults;No results;Δεν βρέθηκαν αποτελέσματα
programInfo.airedOn;Aired on;Προβλήθηκε
programInfo.related;Related;Σχετικά
programInfo.recording.record;Record;Εγγραφή
programInfo.actionButtons.watch;Watch;Παρακολούθηση σε %1
programInfo.actionButtons.watchRecording;Watch your recording;Παρακολούθηση
programInfo.actionButtons.watchLive;Watch;Παρακολούθηση ζωντανά
programInfo.actionButtons.recordOn;Record episode;Εγγραφή
programInfo.actionButtons.watchCatchup;Watch;Παρακολούθηση σε Replay TV
programInfo.actionButtons.startOver;Restart;Επανεκκίνηση
programInfo.actionButtons.recordSeries;Record series;Εγγραφή όλων των επεισοδίων
programInfo.actionButtons.cancelRecording;Cancel recording;Ακύρωση εγγραφής επεισοδίου
programInfo.actionButtons.deleteRecording;Delete recording;Διαγραφή επεισοδίου
programInfo.actionButtons.cancelRecordSeriesOn;Cancel series recording;Ακύρωση εγγραφής της σειράς
programInfo.actionButtons.deleteRecordSeriesOn;Delete series recording;Διαγραφή της σειράς
programInfo.actionButtons.protect;Protect recording;Προστατευμένη εγγραφή
programInfo.actionButtons.unprotect;Unprotect recording;Μη προστατευμένη εγγραφή
programInfo.actionButtons.trailer;Watch trailer;Τρέιλερ
programInfo.actionButtons.thirdPartyApp;0,01;%1
programInfo.actionButtons.wishlist.remove;Remove;Αφαίρεση από τα αγαπημένα
programInfo.actionButtons.wishlist.add;Schedule record;Προσθήκη στα αγαπημένα
programInfo.actionButtons.watchContent;Watch %1;Παρακολούθηση σε %1
programInfo.actionButtons.buy;Buy;Αγορά
programInfo.actionButtons.rent;Rent;Ενοικίαση
programInfo.actionButtons.confirm4K;Your current resolution is not 4K. To watch 4K content your TV must be 4K-ready. Are you sure you want to continue?;"Η τηλεόραση σας δεν υποστηρίζει Ultra HD (4Κ). Θέλετε να συνεχίσετε;"
minutes.acronym;mins;λ
minute.acronym;min;Λεπτό
settings.audioAndVisual.audioOutput;Audio output;Ήχος
settings.audioAndVisual.audioOutput.stereo;Stereo;Stereo
settings.audioAndVisual.audioOutput.dolbyAudio;Dolby Audio;Dolby Audio
settings.audioAndVisual.hdmiAudioOutput;HDMI audio output;HDMI Audio Output
settings.audioAndVisual.on;On;Ενεργοποιημένο
settings.audioAndVisual.off;Off;Απενεργοποιημένο
settings.audioAndVisual.screenResolution.576p;576p;Χαμηλή
settings.audioAndVisual.screenResolution.720p;720p;Μέτρια
settings.audioAndVisual.screenResolution.1080p;1080p;Υψηλή
settings.audioAndVisual.screenResolution.4k;4K;4Κ
settings.systemConfigurations.powerSaving;Power;Κατανάλωση
settings.powerSaving.quickBoot;Power saving mode;Εξοικονόμηση ενέργειας
settings.powerSaving.autoStandbyTime;Auto standby time;Χρόνος αναμονής
settings.powerSaving.autoStandbyTime.3h;3 hours;3 ώρες
settings.powerSaving.autoStandbyTime.6h;6 hours;6 ώρες
settings.powerSaving.autoStandbyTime.12h;12 hours;12 ώρες
settings.powerSaving.autoStandbyTime.off;Off;Απενεργοποιημένο
settings.conflictedChannelsFoundScreen.description;Your aerial is picking up multiple regions for <insert>. Please choose an option:;"Βρέθηκαν πολλαπλά κανάλια με την ίδια περιγραφή <strong>%1 %2</strong>. Ποιο κανάλι προτιμάτε;:"
popups.powerSaving.buttons.cancel;Cancel standby;Ακύρωση αναμονής
popups.powerSaving.buttons.adjust;Change auto standby;Αλλαγή χρόνου αναμονής
network.ipAddress;IP address;Διεύθυνση IP
network.subnetMask;Subnet mask;Μάσκα υποδικτύου
network.defaultGateway;Default gateway;Προεπιλεγμένη Πύλη
network.primaryDNS;Primary DNS;Πρωτεύων DNS
network.secondaryDNS;Secondary DNS;Δευτερεύων DNS
serieInfo.recordEpisode;Record episode;Εγγραφή επεισοδίου
serieInfo.recordSeries;Record series;Εγγραφή σειράς
serieInfo.season;Season;ΚΥΚΛΟΙ
popups.upgrade.buttons.updateNow;Update now;Αναβαθμίστε τώρα
popups.reboot.buttons.rebootNow;Reboot now;Επανεκκίνηση τώρα
popups.wifi.buttons.tryAgain;Try again;Προσπαθήστε ξανά
popups.storage.misc;0;0
popups.storage.buttons.manage;Manage my recordings;Διαχείριση των εγγραφών
popups.storage.buttons.enableAutoDelete;Enable auto delete;Ενεργοποίηση αυτόματης διαγραφής
popups.continueWatching.buttons.next;Next episode;Επόμενο επεισόδιο
popups.continueWatching.buttons.startOver;Restart;Επανεκκίνηση
popups.maintenance.message;An update is scheduled for your TV box;Έχει προγραμματιστεί αναβάθμιση για τον αποκωδικοποιητή σας.
maintenance.wait;Update in progress, please wait.;Παρακαλώ περιμένετε...
rails.more;More;Περισσότερα
rails.moretitle;More %1;Περισσότερα %1
rails.bucketMore;See more;Δείτε περισσότερα
badging.expires;Expires from %1 in %2 days;Λήγει από %1 σε %2 μέρες
badging.recorded;Recorded;Εγγεγραμένος
badging.protected;Protected recording;Προστατευμένη εγγραφή
badging.subtitles;Subtitles available;Υπότιτλοι διαθέσιμοι
badging.audioDescription;Audio description available;Ηχητική περιγραφή διαθέσιμη
badging.wishList;Scheduled record;Προστέθηκε στα αγαπημένα
badging.catchUp;Catch up;Δείτε τώρα
badging.airsOn;Airs on %1;Ξεκινά στις
notification.recording.delete;Recording deleted;Η εγγραφή διαγράφηκε
notification.recording.cancel;Recording cancelled;Η εγγραφή ακυρώθηκε
notification.recording.scheduled;Recording scheduled;Η εγγραφή προγραμματίστηκε
notification.seriesRecording.cancel;Series record cancelled;Η εγγραφή της σειράς ακυρώθηκε
notification.seriesRecording.delete;Series record deleted;Οι σειρές διαγράφηκαν
notification.recording.protect;Recording protected;Προστατευμένη εγγραφή
notification.network.online;You're connected;Ο αποκωδικοποιητής είναι συνδεδεμένος
notification.purchase.success;Purchase made;Η αγορά ήταν επιτυχής
notification.login.emptyToken;Empty token;Χωρίς στοιχεία
notification.battery.low;Your TV remote batteries are low, please replace them.;Παρακαλώ αντικαταστήστε τις μπαταρίες στο τηλεκοντρόλ
settings.warning.popup.parentalControlEnable;Turning on parental controls will enable your TV PIN. Are you happy to continue?;Παρακαλώ επιβεβαιώστε. Αυτό ενεργοποιεί το PIN της τηλεόρασης (περισσότερα στο  www.vodafone.gr/tv).
settings.ledBrightness.medium;Medium;Μέτρια
programInfo.actionButtons.moreWatchOptions;More options;Επιλογές
notification.recording.unprotect;Unlocked - you can now record;Μη προστατευμένη εγγραφή
common.confirm;Okay?;Επιβεβαίωση
keyboard.search.placeholder;Start searching;Αναζήτηση για ταινίες, σειρές, ηθοποιούς...
settings.warning.popup.masterPinDisable;Turning off your PIN will also turn off parental controls. Are you happy to continue?;"Η απενεργοποίηση του PIN θα απενεργοποιήσει και τον γονικό έλεγχο. Θέλετε να προχωρήσετε;"
settings.network.wifi.waiting;Connecting to your Wi-Fi network;Σύνδεση στο ασύρματο δίκτυο (...)
settings.tvChannels.abortingAutoScan;Stopping;Διακοπή
settings.audioDescription.on;Turn on;Ενεργοποίηση
settings.subtitles.on;Turn on;Ενεργοποίηση
popups.powerSaving.message;Vodafone TV will go into standby mode in %1s;Το Vodafone TV θα μπει σε λειτουργία αναμονής σε λίγα δευτερόλεπτα.
firstInstall.languageScreen.description;Choose your language;Επιλογή γλώσσας
settings.parentalControls.changeMyPin;Change PIN;Αλλαγή PIN
settings.parentalControls.changedPin;Your PIN has changed;Η αλλαγή PIN ολοκληρώθηκε
settings.ledBrightness.high;High;Υψηλή
settings.informations.buttons.connectivity;Internet;Διαδίκτυο
settings.ledBrightness.low;Low;Χαμηλή
settings.remote.remotePairNewDevice;Pair remote;Σύνδεση τηλεχειριστηρίου
settings.channelScan.auto;Scan;Σάρωση
settings.powerSaving.quickBoot.hint;Turn power saving mode off for faster setup;Με την επιλογή, χαμηλή εξοικονόμηση ενέργειας, ο αποκωδικοποιητής θα εκκινεί ταχύτερα.
